tstp,visibility,windBearing,temperature,dewPoint,pressure,apparentTemperature,windSpeed,humidity,energy,LCLid,wd
2011-11-23 09:00:00,4.39,229.0,4.84,4.68,1027.29,3.42,1.78,0.99,0.569,2,2
2011-11-23 09:30:00,5.3149999999999995,231.0,5.29,5.07,1027.48,3.83,1.885,0.985,0.5609999999999999,2,2
2011-11-23 10:00:00,6.24,233.0,5.74,5.46,1027.67,4.24,1.99,0.98,0.92,6,2
2011-11-23 10:30:00,8.219999999999999,233.0,6.705,5.6,1027.615,5.09,2.325,0.9299999999999999,0.5879999999999999,6,2
2011-11-23 11:00:00,10.2,233.0,7.67,5.74,1027.56,5.94,2.66,0.88,0.772,7,2
2011-11-23 11:30:00,10.91,233.5,8.254999999999999,6.13,1027.4,6.595000000000001,2.73,0.865,1.351,7,2
2011-11-23 12:00:00,11.62,234.0,8.84,6.52,1027.24,7.25,2.8,0.85,3.5480001,9,2
2011-11-23 12:30:00,12.149999999999999,233.5,9.355,6.755,1027.295,7.77,2.96,0.835,3.0409999,10,2
2011-11-23 13:00:00,12.68,233.0,9.87,6.99,1027.35,8.29,3.12,0.82,3.1000000999999995,12,2
2011-11-23 13:30:00,12.465,232.5,10.114999999999998,7.37,1027.3,9.325,3.19,0.83,3.163,13,2
2011-11-23 14:00:00,12.25,232.0,10.36,7.75,1027.25,10.36,3.26,0.84,3.431,13,2
2011-11-23 14:30:00,12.605,228.5,10.225,7.745,1027.31,10.225,3.15,0.845,2.7529999999999992,13,2
2011-11-23 15:00:00,12.96,225.0,10.09,7.74,1027.37,10.09,3.04,0.85,2.77,13,2
2011-11-23 15:30:00,12.49,217.5,9.965,7.635,1027.525,9.225,2.995,0.855,2.132,13,2
2011-11-23 16:00:00,12.02,210.0,9.84,7.53,1027.68,8.36,2.95,0.86,1.9089999999999998,13,2
2011-11-23 16:30:00,12.2,211.0,9.49,7.705,1027.7150000000001,8.05,2.765,0.89,2.958,13,2
2011-11-23 17:00:00,12.38,212.0,9.14,7.88,1027.75,7.74,2.58,0.92,3.077,13,2
2011-11-23 17:30:00,12.030000000000001,210.5,9.129999999999999,7.695,1027.8400000000001,7.625,2.745,0.91,3.0920000000000005,13,2
2011-11-23 18:00:00,11.68,209.0,9.12,7.51,1027.93,7.51,2.91,0.9,3.384,13,2
2011-11-23 18:30:00,11.715,211.5,9.094999999999999,7.76,1028.0900000000001,7.4350000000000005,2.9850000000000003,0.915,3.4170000000000003,13,2
2011-11-23 19:00:00,11.75,214.0,9.07,8.01,1028.25,7.36,3.06,0.93,4.599000000000001,13,2
2011-11-23 19:30:00,11.405000000000001,211.5,8.879999999999999,7.84,1028.575,7.165,3.01,0.93,5.461999999999999,13,2
2011-11-23 20:00:00,11.06,209.0,8.69,7.67,1028.9,6.97,2.96,0.93,5.745,13,2
2011-11-23 20:30:00,10.855,210.5,8.515,7.654999999999999,1028.89,6.765,2.955,0.94,5.459000099999999,13,2
2011-11-23 21:00:00,10.65,212.0,8.34,7.64,1028.88,6.56,2.95,0.95,4.5069999,13,2
2011-11-23 21:30:00,10.275,214.5,8.29,7.8100000000000005,1029.15,6.56,2.85,0.965,4.141,13,2
2011-11-23 22:00:00,9.9,217.0,8.24,7.98,1029.42,6.56,2.75,0.98,4.652,13,2
2011-11-23 22:30:00,9.625,217.0,8.605,8.129999999999999,1029.52,6.92,2.865,0.965,3.182000000000001,13,2
2011-11-23 23:00:00,9.35,217.0,8.97,8.28,1029.62,7.28,2.98,0.95,3.2310000000000003,13,2
2011-11-23 23:30:00,9.115,217.0,8.99,8.305,1029.57,7.325,2.95,0.955,2.8709999999999996,13,2
2011-11-24 00:00:00,8.88,217.0,9.01,8.33,1029.52,7.37,2.92,0.96,2.5969999999999995,13,3
2011-11-24 00:30:00,9.395,219.5,9.0,8.184999999999999,1029.46,7.4399999999999995,2.795,0.95,4.231999900000001,13,3
2011-11-24 01:00:00,9.91,222.0,8.99,8.04,1029.4,7.51,2.67,0.94,3.5100000000000002,13,3
2011-11-24 01:30:00,9.59,218.5,8.775,8.004999999999999,1029.39,7.26,2.66,0.95,3.504,13,3
2011-11-24 02:00:00,9.27,215.0,8.56,7.97,1029.38,7.01,2.65,0.96,2.4979999999999998,13,3
2011-11-24 02:30:00,8.74,218.0,8.795,8.165,1029.2800000000002,7.165,2.8499999999999996,0.96,1.8150000000000002,13,3
2011-11-24 03:00:00,8.21,221.0,9.03,8.36,1029.18,7.32,3.05,0.96,1.8429999999999997,13,3
2011-11-24 03:30:00,8.57,218.0,8.905,8.274999999999999,1029.035,7.165,3.0549999999999997,0.96,1.8,13,3
2011-11-24 04:00:00,8.93,215.0,8.78,8.19,1028.89,7.01,3.06,0.96,1.7510000000000001,13,3
2011-11-24 04:30:00,9.42,214.0,9.184999999999999,8.44,1028.98,7.53,3.01,0.95,1.5879999999999999,13,3
2011-11-24 05:00:00,9.91,213.0,9.59,8.69,1029.07,8.05,2.96,0.94,1.3960000000000001,13,3
2011-11-24 05:30:00,9.085,211.0,9.335,8.469999999999999,1029.1100000000001,7.890000000000001,2.735,0.945,1.4860000000000002,13,3
2011-11-24 06:00:00,8.26,209.0,9.08,8.25,1029.15,7.73,2.51,0.95,1.6059999999999999,13,3
2011-11-24 06:30:00,8.79,205.0,8.92,8.434999999999999,1029.13,7.57,2.4699999999999998,0.97,1.806,13,3
2011-11-24 07:00:00,9.32,201.0,8.76,8.62,1029.11,7.41,2.43,0.99,2.2140000000000004,13,3
2011-11-24 07:30:00,9.27,198.0,9.059999999999999,8.67,1029.05,7.5649999999999995,2.7350000000000003,0.975,2.4619999999999997,13,3
2011-11-24 08:00:00,9.22,195.0,9.36,8.72,1028.99,7.72,3.04,0.96,2.2210000000000005,13,3
2011-11-24 08:30:00,9.379999999999999,198.0,9.739999999999998,9.065000000000001,1029.0,8.92,3.2,0.955,2.081,14,3
2011-11-24 09:00:00,9.54,201.0,10.12,9.41,1029.01,10.12,3.36,0.95,2.1209999999999996,13,3
2011-11-24 09:30:00,10.065,201.5,10.555,9.67,1029.01,10.555,3.4749999999999996,0.94,2.368,14,3
2011-11-24 10:00:00,10.59,202.0,10.99,9.93,1029.01,10.99,3.59,0.93,3.5230000000000006,16,3
2011-11-24 10:30:00,11.4,203.5,11.64,10.129999999999999,1028.7350000000001,11.64,3.9699999999999998,0.905,3.458,17,3
2011-11-24 11:00:00,12.21,205.0,12.29,10.33,1028.46,12.29,4.35,0.88,3.551,18,3
2011-11-24 11:30:00,12.55,205.5,12.61,10.055,1028.135,12.61,4.805,0.845,3.328,18,3
2011-11-24 12:00:00,12.89,206.0,12.93,9.78,1027.81,12.93,5.26,0.81,4.577,21,3
2011-11-24 12:30:00,12.915,206.5,12.925,9.445,1027.505,12.925,5.46,0.795,3.9550000000000005,22,3
2011-11-24 13:00:00,12.94,207.0,12.92,9.11,1027.2,12.92,5.66,0.78,5.290999999999999,23,3
2011-11-24 13:30:00,13.165,206.5,12.895,8.84,1026.93,12.895,5.615,0.765,5.282,25,3
2011-11-24 14:00:00,13.39,206.0,12.87,8.57,1026.66,12.87,5.57,0.75,5.090999999999999,25,3
2011-11-24 14:30:00,13.165,203.5,12.375,8.32,1026.4250000000002,12.375,5.18,0.76,4.819000000000001,25,3
2011-11-24 15:00:00,12.94,201.0,11.88,8.07,1026.19,11.88,4.79,0.77,5.187,25,3
2011-11-24 15:30:00,12.69,201.5,11.47,7.62,1026.055,11.47,4.67,0.77,5.019,25,3
2011-11-24 16:00:00,12.44,202.0,11.06,7.17,1025.92,11.06,4.55,0.77,4.154,25,3
2011-11-24 16:30:00,12.35,201.0,10.620000000000001,7.195,1025.7649999999999,10.620000000000001,4.54,0.7949999999999999,5.122,25,3
2011-11-24 17:00:00,12.26,200.0,10.18,7.22,1025.61,10.18,4.53,0.82,6.583,25,3
2011-11-24 17:30:00,11.66,199.5,9.91,7.404999999999999,1025.52,8.68,4.720000000000001,0.845,6.755,25,3
2011-11-24 18:00:00,11.06,199.0,9.64,7.59,1025.43,7.18,4.91,0.87,6.674,25,3
2011-11-24 18:30:00,11.035,200.5,9.675,7.779999999999999,1025.3200000000002,7.24,4.865,0.88,9.088000000000001,25,3
2011-11-24 19:00:00,11.01,202.0,9.71,7.97,1025.21,7.3,4.82,0.89,8.954999899999999,25,3
2011-11-24 19:30:00,10.725,198.0,9.95,8.04,1024.865,8.745,4.87,0.88,8.017000000000001,25,3
2011-11-24 20:00:00,10.44,194.0,10.19,8.11,1024.52,10.19,4.92,0.87,8.437999999999999,25,3
2011-11-24 20:30:00,10.45,193.0,10.3,8.344999999999999,1024.07,10.3,4.98,0.875,6.817000000000001,25,3
2011-11-24 21:00:00,10.46,192.0,10.41,8.58,1023.62,10.41,5.04,0.88,8.4000001,25,3
2011-11-24 21:30:00,10.59,195.0,10.815000000000001,8.85,1023.345,10.815000000000001,5.105,0.875,7.961,25,3
2011-11-24 22:00:00,10.72,198.0,11.22,9.12,1023.07,11.22,5.17,0.87,8.796999999999999,25,3
2011-11-24 22:30:00,10.56,200.5,11.350000000000001,9.19,1022.96,11.350000000000001,5.515000000000001,0.865,7.707000000000001,25,3
2011-11-24 23:00:00,10.4,203.0,11.48,9.26,1022.85,11.48,5.86,0.86,6.162999999999999,25,3
2011-11-24 23:30:00,10.625,204.5,11.695,9.26,1022.54,11.695,5.880000000000001,0.85,5.801,25,3
2011-11-25 00:00:00,10.85,206.0,11.91,9.26,1022.23,11.91,5.9,0.84,5.443,25,4
2011-11-25 00:30:00,11.21,204.5,11.95,9.49,1021.69,11.95,6.01,0.85,6.433,25,4
2011-11-25 01:00:00,11.57,203.0,11.99,9.72,1021.15,11.99,6.12,0.86,6.3400001,25,4
2011-11-25 01:30:00,11.795,205.5,12.254999999999999,9.815000000000001,1021.005,12.254999999999999,6.495,0.85,6.3339999,25,4
2011-11-25 02:00:00,12.02,208.0,12.52,9.91,1020.86,12.52,6.87,0.84,6.4549999,25,4
2011-11-25 02:30:00,12.075,211.5,12.565,10.11,1020.7049999999999,12.565,6.62,0.85,5.940000100000001,25,4
2011-11-25 03:00:00,12.13,215.0,12.61,10.31,1020.55,12.61,6.37,0.86,6.0310001,25,4
2011-11-25 03:30:00,11.795000000000002,215.5,12.809999999999999,10.515,1020.385,12.809999999999999,6.285,0.86,4.8919999,25,4
2011-11-25 04:00:00,11.46,216.0,13.01,10.72,1020.22,13.01,6.2,0.86,4.437999999999999,25,4
2011-11-25 04:30:00,10.085,221.0,13.02,10.84,1020.21,13.02,6.25,0.865,3.96,25,4
2011-11-25 05:00:00,8.71,226.0,13.03,10.96,1020.2,13.03,6.3,0.87,3.508,25,4
2011-11-25 05:30:00,9.49,237.0,12.77,11.065000000000001,1020.46,12.77,6.095,0.895,3.3329999999999997,25,4
2011-11-25 06:00:00,10.27,248.0,12.51,11.17,1020.72,12.51,5.89,0.92,3.7760000000000002,25,4
2011-11-25 06:30:00,11.475,255.5,11.98,10.1,1021.2,11.98,5.765,0.885,3.697,25,4
2011-11-25 07:00:00,12.68,263.0,11.45,9.03,1021.68,11.45,5.64,0.85,3.728,25,4
2011-11-25 07:30:00,12.98,262.0,10.92,8.6,1022.085,10.92,5.15,0.855,4.569999999999999,25,4
2011-11-25 08:00:00,13.28,261.0,10.39,8.17,1022.49,10.39,4.66,0.86,4.767,25,4
2011-11-25 08:30:00,13.015,258.5,10.5,8.32,1022.895,10.5,4.62,0.865,4.476,25,4
2011-11-25 09:00:00,12.75,256.0,10.61,8.47,1023.3,10.61,4.58,0.87,5.009,26,4
2011-11-25 09:30:00,12.855,257.5,11.015,8.440000000000001,1023.73,11.015,5.045,0.845,4.4449999999999985,26,4
2011-11-25 10:00:00,12.96,259.0,11.42,8.41,1024.16,11.42,5.51,0.82,4.984,27,4
2011-11-25 10:30:00,13.24,262.5,11.82,7.445,1024.4050000000002,11.82,5.87,0.75,4.371,28,4
2011-11-25 11:00:00,13.52,266.0,12.22,6.48,1024.65,12.22,6.23,0.68,4.1450000000000005,29,4
2011-11-25 11:30:00,13.52,267.0,12.245000000000001,5.82,1024.73,12.245000000000001,6.82,0.65,6.499000099999999,30,4
2011-11-25 12:00:00,13.52,268.0,12.27,5.16,1024.81,12.27,7.41,0.62,6.571,31,4
2011-11-25 12:30:00,13.175,269.0,12.120000000000001,5.24,1024.955,12.120000000000001,7.355,0.63,4.460000000000001,32,4
2011-11-25 13:00:00,12.83,270.0,11.97,5.32,1025.1,11.97,7.3,0.64,6.0969999999999995,32,4
2011-11-25 13:30:00,12.83,269.5,11.690000000000001,4.835,1025.195,11.690000000000001,6.795,0.63,5.742,32,4
2011-11-25 14:00:00,12.83,269.0,11.41,4.35,1025.29,11.41,6.29,0.62,6.428,32,4
2011-11-25 14:30:00,12.925,265.0,11.29,4.585,1025.415,11.29,5.915,0.635,5.6000000000000005,32,4
2011-11-25 15:00:00,13.02,261.0,11.17,4.82,1025.54,11.17,5.54,0.65,6.67,32,4
2011-11-25 15:30:00,12.64,256.0,10.855,4.83,1025.8049999999998,10.855,5.275,0.665,5.503,32,4
2011-11-25 16:00:00,12.26,251.0,10.54,4.84,1026.07,10.54,5.01,0.68,5.864,32,4
2011-11-25 16:30:00,12.64,247.5,10.254999999999999,4.984999999999999,1026.275,9.174999999999999,4.6899999999999995,0.7,7.5219999,32,4
2011-11-25 17:00:00,13.02,244.0,9.97,5.13,1026.48,7.81,4.37,0.72,9.126999900000001,32,4
2011-11-25 17:30:00,12.705,246.0,9.72,5.16,1026.87,7.465,4.445,0.735,6.819000000000001,32,4
2011-11-25 18:00:00,12.39,248.0,9.47,5.19,1027.26,7.12,4.52,0.75,5.964,32,4
2011-11-25 18:30:00,12.325,245.0,9.100000000000001,5.23,1027.575,6.79,4.234999999999999,0.77,7.890000000000001,32,4
2011-11-25 19:00:00,12.26,242.0,8.73,5.27,1027.89,6.46,3.95,0.79,9.134,32,4
2011-11-25 19:30:00,12.27,243.0,8.445,5.324999999999999,1028.245,6.1899999999999995,3.8,0.81,10.030000000000001,32,4
2011-11-25 20:00:00,12.28,244.0,8.16,5.38,1028.6,5.92,3.65,0.83,8.987000000000002,32,4
2011-11-25 20:30:00,12.57,241.5,8.094999999999999,5.335,1028.8899999999999,5.82,3.6950000000000003,0.83,8.654,32,4
2011-11-25 21:00:00,12.86,239.0,8.03,5.29,1029.18,5.72,3.74,0.83,9.907,32,4
2011-11-25 21:30:00,13.27,237.0,7.81,5.265000000000001,1029.29,5.43,3.77,0.84,11.308,32,4
2011-11-25 22:00:00,13.68,235.0,7.59,5.24,1029.4,5.14,3.8,0.85,10.418,32,4
2011-11-25 22:30:00,13.69,237.5,7.525,5.28,1029.48,4.99,3.935,0.855,10.256,32,4
2011-11-25 23:00:00,13.7,240.0,7.46,5.32,1029.56,4.84,4.07,0.86,8.729,32,4
2011-11-25 23:30:00,13.309999999999999,242.0,7.4350000000000005,5.33,1029.625,4.88,3.9400000000000004,0.865,8.739,32,4
2011-11-26 00:00:00,12.92,244.0,7.41,5.34,1029.69,4.92,3.81,0.87,7.642,32,5
2011-11-26 00:30:00,13.065000000000001,243.0,7.21,5.35,1029.44,4.865,3.49,0.88,8.9299999,32,5
2011-11-26 01:00:00,13.21,242.0,7.01,5.36,1029.19,4.81,3.17,0.89,7.414999999999999,32,5
2011-11-26 01:30:00,13.33,240.5,7.085,5.615,1029.19,4.984999999999999,3.035,0.905,6.5410001,32,5
2011-11-26 02:00:00,13.45,239.0,7.16,5.87,1029.19,5.16,2.9,0.92,6.594999999999999,32,5
2011-11-26 02:30:00,13.75,236.5,7.12,5.7,1029.1,5.0,3.08,0.91,5.868,32,5
2011-11-26 03:00:00,14.05,234.0,7.08,5.53,1029.01,4.84,3.26,0.9,5.4539998999999995,32,5
2011-11-26 03:30:00,13.365,234.5,7.13,5.75,1029.005,4.859999999999999,3.32,0.91,3.6369999999999996,32,5
2011-11-26 04:00:00,12.68,235.0,7.18,5.97,1029.0,4.88,3.38,0.92,3.2460000000000004,32,5
2011-11-26 04:30:00,13.245000000000001,236.5,7.25,6.029999999999999,1028.77,4.785,3.705,0.92,4.543,32,5
2011-11-26 05:00:00,13.81,238.0,7.32,6.09,1028.54,4.69,4.03,0.92,4.037,32,5
2011-11-26 05:30:00,13.415,236.5,7.48,6.23,1028.445,4.84,4.12,0.92,4.128,32,5
2011-11-26 06:00:00,13.02,235.0,7.64,6.37,1028.35,4.99,4.21,0.92,4.538,32,5
2011-11-26 06:30:00,13.05,234.5,7.705,6.405,1028.17,5.04,4.285,0.915,4.421,32,5
2011-11-26 07:00:00,13.08,234.0,7.77,6.44,1027.99,5.09,4.36,0.91,4.43,32,5
2011-11-26 07:30:00,12.905000000000001,231.5,8.04,6.45,1027.9099999999999,5.33,4.5600000000000005,0.895,5.471,32,5
2011-11-26 08:00:00,12.73,229.0,8.31,6.46,1027.83,5.57,4.76,0.88,5.664,32,5
2011-11-26 08:30:00,12.495000000000001,230.0,8.8,6.755,1027.725,6.07,5.0649999999999995,0.87,4.752,32,5
2011-11-26 09:00:00,12.26,231.0,9.29,7.05,1027.62,6.57,5.37,0.86,4.654,32,5
2011-11-26 09:30:00,12.405000000000001,231.0,9.905,7.32,1027.3649999999998,8.545,5.705,0.84,6.316999999999999,34,5
2011-11-26 10:00:00,12.55,231.0,10.52,7.59,1027.11,10.52,6.04,0.82,5.534,35,5
2011-11-26 10:30:00,12.81,234.5,11.219999999999999,7.585,1027.0349999999999,11.219999999999999,6.625,0.7849999999999999,7.664999999999999,37,5
2011-11-26 11:00:00,13.07,238.0,11.92,7.58,1026.96,11.92,7.21,0.75,7.566999999999999,37,5
2011-11-26 11:30:00,12.95,238.5,12.2,7.445,1026.605,12.2,7.345000000000001,0.73,7.739,39,5
2011-11-26 12:00:00,12.83,239.0,12.48,7.31,1026.25,12.48,7.48,0.71,6.942,40,5
2011-11-26 12:30:00,12.95,241.0,12.545,7.4399999999999995,1025.7649999999999,12.545,7.815,0.71,8.028,41,5
2011-11-26 13:00:00,13.07,243.0,12.61,7.57,1025.28,12.61,8.15,0.71,8.065,41,5
2011-11-26 13:30:00,13.07,244.0,12.785,7.545,1024.9650000000001,12.785,8.23,0.705,10.406,41,5
2011-11-26 14:00:00,13.07,245.0,12.96,7.52,1024.65,12.96,8.31,0.7,9.8110001,41,5
2011-11-26 14:30:00,13.015,243.5,12.75,7.715,1024.365,12.75,7.890000000000001,0.715,8.999,41,5
2011-11-26 15:00:00,12.96,242.0,12.54,7.91,1024.08,12.54,7.47,0.73,11.086,41,5
2011-11-26 15:30:00,12.83,240.5,12.48,7.765000000000001,1023.915,12.48,7.175,0.73,10.955999999999998,41,5
2011-11-26 16:00:00,12.7,239.0,12.42,7.62,1023.75,12.42,6.88,0.73,10.505999999999998,41,5
2011-11-26 16:30:00,12.7,238.5,12.405000000000001,7.755,1023.725,12.405000000000001,6.6899999999999995,0.735,11.130999999999998,41,5
2011-11-26 17:00:00,12.7,238.0,12.39,7.89,1023.7,12.39,6.5,0.74,12.8129999,41,5
2011-11-26 17:30:00,12.73,238.0,12.2,7.75,1023.6400000000001,12.2,6.17,0.74,14.036,41,5
2011-11-26 18:00:00,12.76,238.0,12.01,7.61,1023.58,12.01,5.84,0.74,12.739,41,5
2011-11-26 18:30:00,12.73,235.5,11.985,7.640000000000001,1023.245,11.985,6.045,0.745,15.615,41,5
2011-11-26 19:00:00,12.7,233.0,11.96,7.67,1022.91,11.96,6.25,0.75,15.541999899999999,41,5
2011-11-26 19:30:00,12.89,233.5,11.985,7.875,1022.5799999999999,11.985,6.6,0.76,14.088000000000001,41,5
2011-11-26 20:00:00,13.08,234.0,12.01,8.08,1022.25,12.01,6.95,0.77,13.577,41,5
2011-11-26 20:30:00,13.355,233.0,11.975,7.83,1021.8199999999999,11.975,6.93,0.76,13.979,41,5
2011-11-26 21:00:00,13.63,232.0,11.94,7.58,1021.39,11.94,6.91,0.75,13.569000000000003,41,5
2011-11-26 21:30:00,13.645,231.5,11.934999999999999,7.55,1021.12,11.934999999999999,7.300000000000001,0.745,13.430000000000001,41,5
2011-11-26 22:00:00,13.66,231.0,11.93,7.52,1020.85,11.93,7.69,0.74,13.646999999999998,41,5
2011-11-26 22:30:00,13.68,231.5,11.76,7.35,1020.48,11.76,7.625,0.74,12.043,41,5
2011-11-26 23:00:00,13.7,232.0,11.59,7.18,1020.11,11.59,7.56,0.74,12.402999900000001,41,5
2011-11-26 23:30:00,13.915,230.5,11.785,7.58,1019.6949999999999,11.785,7.64,0.755,10.777,41,5
2011-11-27 00:00:00,14.13,229.0,11.98,7.98,1019.28,11.98,7.72,0.77,7.956,41,6
2011-11-27 00:30:00,13.865,231.0,12.030000000000001,8.129999999999999,1018.8199999999999,12.030000000000001,7.805,0.775,10.2279999,41,6
2011-11-27 01:00:00,13.6,233.0,12.08,8.28,1018.36,12.08,7.89,0.78,9.7670001,41,6
2011-11-27 01:30:00,13.295,232.0,12.09,8.765,1018.13,12.09,7.945,0.8049999999999999,9.311,41,6
2011-11-27 02:00:00,12.99,231.0,12.1,9.25,1017.9,12.1,8.0,0.83,8.6189999,41,6
2011-11-27 02:30:00,12.73,231.5,12.315,9.565000000000001,1017.4449999999999,12.315,8.11,0.835,7.601,41,6
2011-11-27 03:00:00,12.47,232.0,12.53,9.88,1016.99,12.53,8.22,0.84,6.287,41,6
2011-11-27 03:30:00,13.035,234.0,12.57,10.030000000000001,1016.5350000000001,12.57,8.23,0.845,5.66,41,6
2011-11-27 04:00:00,13.6,236.0,12.61,10.18,1016.08,12.61,8.24,0.85,5.654,41,6
2011-11-27 04:30:00,13.6,237.0,12.84,10.11,1015.8,12.84,8.39,0.835,6.178000099999999,41,6
2011-11-27 05:00:00,13.6,238.0,13.07,10.04,1015.52,13.07,8.54,0.82,6.2450000999999995,41,6
2011-11-27 05:30:00,13.6,236.5,13.14,9.625,1015.15,13.14,8.675,0.7949999999999999,6.136,41,6
2011-11-27 06:00:00,13.6,235.0,13.21,9.21,1014.78,13.21,8.81,0.77,5.771999999999999,41,6
2011-11-27 06:30:00,13.399999999999999,234.5,13.365,9.315000000000001,1014.6800000000001,13.365,8.65,0.765,6.0600000000000005,41,6
2011-11-27 07:00:00,13.2,234.0,13.52,9.42,1014.58,13.52,8.49,0.76,6.448,41,6
2011-11-27 07:30:00,12.684999999999999,237.0,13.36,9.895,1014.8050000000001,13.36,8.355,0.7949999999999999,6.032,41,6
2011-11-27 08:00:00,12.17,240.0,13.2,10.37,1015.03,13.2,8.22,0.83,6.237,41,6
2011-11-27 08:30:00,12.620000000000001,250.0,13.34,10.065,1015.565,13.34,8.33,0.8049999999999999,6.436,41,6
2011-11-27 09:00:00,13.07,260.0,13.48,9.76,1016.1,13.48,8.44,0.78,7.069000000000001,41,6
2011-11-27 09:30:00,12.98,267.0,13.51,9.015,1016.925,13.51,8.495000000000001,0.74,8.309000000000001,41,6
2011-11-27 10:00:00,12.89,274.0,13.54,8.27,1017.75,13.54,8.55,0.7,6.985,41,6
2011-11-27 10:30:00,12.98,281.5,13.135,7.574999999999999,1018.5,13.135,8.57,0.69,7.7,41,6
2011-11-27 11:00:00,13.07,289.0,12.73,6.88,1019.25,12.73,8.59,0.68,8.498000000000001,41,6
2011-11-27 11:30:00,13.07,291.5,13.004999999999999,5.6850000000000005,1019.775,13.004999999999999,8.34,0.615,7.963999999999999,41,6
2011-11-27 12:00:00,13.07,294.0,13.28,4.49,1020.3,13.28,8.09,0.55,9.209999999999999,41,6
2011-11-27 12:30:00,13.015,293.5,12.86,3.675,1020.7,12.86,7.609999999999999,0.535,9.715,41,6
2011-11-27 13:00:00,12.96,293.0,12.44,2.86,1021.1,12.44,7.13,0.52,9.747,41,6
2011-11-27 13:30:00,13.085,296.0,12.23,2.5149999999999997,1021.655,12.23,6.715,0.515,11.232,41,6
2011-11-27 14:00:00,13.21,299.0,12.02,2.17,1022.21,12.02,6.3,0.51,8.286,41,6
2011-11-27 14:30:00,12.760000000000002,300.0,11.645,2.1399999999999997,1022.84,11.645,5.74,0.52,9.8340001,41,6
2011-11-27 15:00:00,12.31,301.0,11.27,2.11,1023.47,11.27,5.18,0.53,10.8230001,41,6
2011-11-27 15:30:00,12.575,296.0,10.84,1.97,1024.085,10.84,4.07,0.54,9.547,41,6
2011-11-27 16:00:00,12.84,291.0,10.41,1.83,1024.7,10.41,2.96,0.55,12.320999899999999,41,6
2011-11-27 16:30:00,12.84,286.0,9.77,2.175,1025.15,9.06,2.795,0.5900000000000001,12.005,41,6
2011-11-27 17:00:00,12.84,281.0,9.13,2.52,1025.6,7.71,2.63,0.63,13.6710001,41,6
2011-11-27 17:30:00,12.55,274.5,8.435,2.4699999999999998,1026.11,6.8149999999999995,2.73,0.6599999999999999,15.0090002,41,6
2011-11-27 18:00:00,12.26,268.0,7.74,2.42,1026.62,5.92,2.83,0.69,12.1480001,41,6
2011-11-27 18:30:00,12.26,266.0,7.43,2.26,1027.05,5.605,2.74,0.695,13.3010001,41,6
2011-11-27 19:00:00,12.26,264.0,7.12,2.1,1027.48,5.29,2.65,0.7,13.0629999,41,6
2011-11-27 19:30:00,12.535,255.5,6.6850000000000005,2.23,1027.775,4.835,2.575,0.73,14.9520001,41,6
2011-11-27 20:00:00,12.81,247.0,6.25,2.36,1028.07,4.38,2.5,0.76,11.55,41,6
2011-11-27 20:30:00,13.129999999999999,251.0,6.3100000000000005,2.315,1028.195,4.585,2.34,0.755,11.902999999999999,41,6
2011-11-27 21:00:00,13.45,255.0,6.37,2.27,1028.32,4.79,2.18,0.75,10.917000000000002,41,6
2011-11-27 21:30:00,13.59,255.5,5.895,2.055,1028.4,4.355,2.06,0.765,11.273000000000001,41,6
2011-11-27 22:00:00,13.73,256.0,5.42,1.84,1028.48,3.92,1.94,0.78,10.286999999999999,41,6
2011-11-27 22:30:00,13.815000000000001,256.5,4.945,1.8050000000000002,1028.625,3.4299999999999997,1.88,0.8049999999999999,12.3569999,41,6
2011-11-27 23:00:00,13.9,257.0,4.47,1.77,1028.77,2.94,1.82,0.83,9.635,41,6
2011-11-27 23:30:00,13.385,248.0,3.94,1.7,1028.6799999999998,3.175,1.495,0.855,8.945,41,6
2011-11-28 00:00:00,12.87,239.0,3.41,1.63,1028.59,3.41,1.17,0.88,6.571000000000001,41,0
2011-11-28 00:30:00,12.27,227.0,2.935,1.575,1028.4099999999999,2.935,0.975,0.905,8.313,41,0
2011-11-28 01:00:00,11.67,215.0,2.46,1.52,1028.23,2.46,0.78,0.93,7.956,41,0
2011-11-28 01:30:00,11.844999999999999,209.5,2.3449999999999998,1.23,1028.15,2.3449999999999998,0.71,0.92,7.116,41,0
2011-11-28 02:00:00,12.02,204.0,2.23,0.94,1028.07,2.23,0.64,0.91,7.7300001,41,0
2011-11-28 02:30:00,12.19,203.5,1.93,0.905,1028.025,1.93,0.775,0.9299999999999999,7.2069999000000005,41,0
2011-11-28 03:00:00,12.36,203.0,1.63,0.87,1027.98,1.63,0.91,0.95,6.6619999000000005,41,0
2011-11-28 03:30:00,12.19,199.5,1.475,0.875,1027.7849999999999,1.475,1.01,0.96,6.1179999,41,0
2011-11-28 04:00:00,12.02,196.0,1.32,0.88,1027.59,1.32,1.11,0.97,4.9710000999999995,41,0
2011-11-28 04:30:00,11.94,186.5,1.315,0.71,1027.31,1.315,1.0550000000000002,0.96,4.28,41,0
2011-11-28 05:00:00,11.86,177.0,1.31,0.54,1027.03,1.31,1.0,0.95,4.526999999999999,41,0
2011-11-28 05:30:00,11.725,166.5,1.565,0.805,1026.725,1.565,0.9,0.95,4.093,41,0
2011-11-28 06:00:00,11.59,156.0,1.82,1.07,1026.42,1.82,0.8,0.95,4.96,41,0
