,visibility,windBearing,temperature,dewPoint,pressure,apparentTemperature,windSpeed,humidity,energy
2012-04-02 22:00:00,13.66,342,10.16,3.68,1006.69,10.16,1.41,0.64,0.4937644265612648
2012-04-02 23:00:00,12.33,326,9.51,3.68,1006.48,9.51,1.24,0.67,0.34000474300395256
2012-04-03 00:00:00,12.1,309,8.63,3.63,1006.38,8.63,0.86,0.71,0.36739946620141245
2012-04-03 01:00:00,12.01,301,8.06,3.6,1006.11,8.06,1.22,0.73,0.36577804036334916
2012-04-03 02:00:00,11.39,305,7.44,4.3,1005.69,7.44,1.16,0.8,0.2929976299368089
2012-04-03 03:00:00,10.19,305,6.81,3.74,1005.2,6.81,1.26,0.81,0.2524218007109005
2012-04-03 04:00:00,8.01,294,5.5,3.37,1004.77,5.5,0.98,0.86,0.25472037898894156
2012-04-03 05:00:00,6.97,268,5.04,2.96,1004.35,5.04,0.8,0.86,0.3030150079778831
2012-04-03 06:00:00,7.15,238,5.07,3.78,1004.15,5.07,0.91,0.91,0.3982748819905213
2012-04-03 07:00:00,7.72,254,6.79,4.26,1004.13,6.79,1.22,0.84,0.436126382464455
2012-04-03 08:00:00,8.88,278,8.38,4.61,1004.05,7.45,1.84,0.77,0.4144060744774997
2012-04-03 09:00:00,11.6,277,10.02,4.97,1004.0,10.02,2.13,0.71,0.41334741124646135
2012-04-03 10:00:00,13.12,272,11.47,4.59,1003.73,11.47,2.58,0.63,0.3854563898915076
2012-04-03 11:00:00,12.68,261,12.59,4.4,1003.13,12.59,2.46,0.57,0.3794485106504634
2012-04-03 12:00:00,13.26,260,12.58,4.71,1002.72,12.58,2.91,0.59,0.385973057046608
2012-04-03 13:00:00,13.08,249,12.71,4.46,1002.26,12.71,3.24,0.57,0.3904903023273856
2012-04-03 14:00:00,13.52,253,12.33,6.21,1001.68,12.33,3.16,0.66,0.39083630721489526
2012-04-03 15:00:00,13.07,249,12.92,4.76,1001.17,12.92,3.22,0.58,0.4026632550682676
2012-04-03 16:00:00,12.33,239,12.72,4.48,1000.69,12.72,3.22,0.57,0.4571672603589137
2012-04-03 17:00:00,12.28,249,11.5,5.41,1000.62,11.5,2.3,0.66,0.534195500465477
2012-04-03 18:00:00,12.46,279,9.93,5.12,1000.86,9.11,2.0,0.72,0.6429875874321179
2012-04-03 19:00:00,10.36,272,8.18,6.68,1001.22,7.28,1.78,0.9,0.6675570212567883
2012-04-03 20:00:00,10.04,230,8.08,7.14,1001.54,7.63,1.35,0.94,0.6585174552366175
2012-04-03 21:00:00,11.86,216,7.73,6.79,1001.57,7.17,1.42,0.94,0.6058533747090769
2012-04-03 22:00:00,10.46,241,7.87,6.83,1001.44,7.08,1.62,0.93,0.4805531418929403
2012-04-03 23:00:00,11.97,252,7.79,6.72,1001.53,6.51,2.13,0.93,0.3477633828549263
2012-04-04 00:00:00,11.57,263,6.51,5.32,1001.66,5.23,1.89,0.92,0.3700399730184095
2012-04-04 01:00:00,12.01,243,6.08,4.53,1001.79,5.11,1.56,0.9,0.38265838540372665
2012-04-04 02:00:00,12.3,247,5.96,4.3,1001.89,4.64,1.85,0.89,0.28924652281884783
2012-04-04 03:00:00,12.13,231,5.73,4.21,1001.97,3.83,2.43,0.9,0.25340605582298137
2012-04-04 04:00:00,10.85,221,5.19,3.67,1002.18,3.36,2.24,0.9,0.25326319906832295
2012-04-04 05:00:00,10.51,233,4.17,2.98,1002.56,2.73,1.71,0.92,0.3042026394409938
2012-04-04 06:00:00,7.24,240,3.57,2.45,1003.13,1.87,1.85,0.92,0.39788121149068323
2012-04-04 07:00:00,9.12,223,4.28,3.0,1004.03,4.28,0.97,0.91,0.44811180124223604
2012-04-04 08:00:00,12.39,240,5.7,3.27,1004.81,5.7,0.76,0.84,0.42847394823782353
2012-04-04 09:00:00,13.04,164,7.62,2.32,1005.55,6.82,1.59,0.69,0.41578562205775466
2012-04-04 10:00:00,12.76,175,8.18,1.18,1006.47,7.53,1.54,0.61,0.40717474940099624
2012-04-04 11:00:00,13.52,110,9.81,0.9,1007.15,9.41,1.52,0.54,0.40898375837944745
2012-04-04 12:00:00,13.52,103,9.25,0.29,1007.58,7.99,2.43,0.53,0.41248342133495797
2012-04-04 13:00:00,12.75,104,9.78,0.74,1008.16,8.78,2.19,0.53,0.3989398786149163
2012-04-04 14:00:00,13.1,100,10.18,0.69,1008.64,10.18,2.42,0.52,0.4018554033485541
2012-04-04 15:00:00,13.02,106,9.77,1.57,1009.02,8.14,3.15,0.57,0.4224140031202435
2012-04-04 16:00:00,13.52,83,9.62,2.03,1009.58,7.83,3.41,0.59,0.47035235928462704
2012-04-04 17:00:00,12.42,77,9.49,2.78,1010.1,7.43,3.89,0.63,0.5360220698630137
2012-04-04 18:00:00,11.57,70,9.11,3.11,1010.95,7.06,3.67,0.66,0.5978949770928463
2012-04-04 19:00:00,11.3,69,8.17,3.35,1012.01,5.53,4.49,0.72,0.6561978690258752
2012-04-04 20:00:00,10.09,66,7.66,4.12,1013.29,4.74,4.81,0.78,0.6553850843226787
2012-04-04 21:00:00,7.92,64,7.24,4.29,1014.3,4.38,4.47,0.82,0.5907663621765602
2012-04-04 22:00:00,6.82,59,7.33,4.84,1015.05,4.51,4.43,0.84,0.4754422694568127
2012-04-04 23:00:00,6.47,55,7.38,4.42,1015.64,4.67,4.22,0.82,0.3551392695585997
2012-04-05 00:00:00,6.13,50,7.34,5.2,1015.87,4.54,4.39,0.86,0.37543268870004803
2012-04-05 01:00:00,6.07,43,7.32,5.23,1016.08,4.61,4.2,0.87,0.3875041826615969
2012-04-05 02:00:00,6.34,43,7.34,4.86,1016.23,4.43,4.64,0.84,0.299158174904943
2012-04-05 03:00:00,6.2,44,6.91,4.94,1016.44,3.73,4.98,0.87,0.26026159718631175
2012-04-05 04:00:00,6.07,45,6.51,4.84,1016.82,3.26,4.94,0.89,0.26386920152091253
2012-04-05 05:00:00,6.52,47,6.84,4.46,1017.18,3.47,5.4,0.85,0.3137863118631179
2012-04-05 06:00:00,5.86,49,6.79,4.36,1017.68,3.48,5.23,0.84,0.4047863121673004
2012-04-05 07:00:00,5.94,52,6.78,4.32,1018.33,3.36,5.48,0.84,0.467414448973384
2012-04-05 08:00:00,6.31,56,6.53,4.29,1018.69,2.95,5.71,0.86,0.47763250029451654
2012-04-05 09:00:00,7.69,58,6.92,4.22,1019.29,3.34,5.97,0.83,0.47970585771855334
2012-04-05 10:00:00,9.66,60,7.34,3.27,1019.86,3.87,5.99,0.75,0.43948268064759044
2012-04-05 11:00:00,11.23,59,7.43,3.02,1020.06,4.04,5.81,0.74,0.461174764245707
2012-04-05 12:00:00,12.01,56,7.48,2.73,1020.08,4.27,5.43,0.72,0.4653194511121901
2012-04-05 13:00:00,12.05,51,7.52,2.28,1020.09,4.41,5.2,0.69,0.4503087670578626
2012-04-05 14:00:00,12.54,51,8.03,2.14,1019.9,5.23,4.76,0.66,0.4380282042418302
2012-04-05 15:00:00,13.02,54,8.59,2.08,1019.5,5.96,4.7,0.64,0.44155526669913003
2012-04-05 16:00:00,13.07,54,8.92,1.59,1019.18,6.47,4.45,0.6,0.4895474944652206
2012-04-05 17:00:00,13.52,58,8.49,1.67,1019.18,5.99,4.31,0.62,0.5530276741211668
2012-04-05 18:00:00,12.96,68,8.03,1.18,1019.2,5.66,3.85,0.62,0.5900044873597605
2012-04-05 19:00:00,12.5,65,6.87,0.71,1019.62,4.51,3.38,0.65,0.6194255793567689
2012-04-05 20:00:00,12.87,54,5.94,1.09,1020.07,3.45,3.29,0.71,0.634295437696335
2012-04-05 21:00:00,13.62,46,5.24,0.33,1020.41,3.19,2.5,0.71,0.5797718768885565
2012-04-05 22:00:00,12.86,34,4.61,0.22,1020.48,2.59,2.33,0.73,0.48168062819745705
2012-04-05 23:00:00,12.86,21,3.64,-0.27,1020.5,1.68,2.1,0.76,0.36962752415856404
2012-04-06 00:00:00,13.23,12,3.38,-0.33,1020.31,1.64,1.86,0.77,0.40275194511830137
2012-04-06 01:00:00,13.13,358,2.46,-0.93,1019.99,0.63,1.81,0.78,0.41643796696562035
2012-04-06 02:00:00,13.37,350,2.24,-1.3,1019.64,0.53,1.69,0.77,0.33299252660687595
2012-04-06 03:00:00,12.41,342,1.66,-1.79,1019.26,0.04,1.56,0.78,0.29140358766816143
2012-04-06 04:00:00,12.2,335,1.16,-2.37,1018.82,-0.86,1.8,0.77,0.27724962608370707
2012-04-06 05:00:00,12.49,333,0.69,-2.48,1018.47,-1.43,1.83,0.79,0.303493273916293
2012-04-06 06:00:00,12.41,320,0.34,-2.37,1018.22,-1.41,1.53,0.82,0.3589484308669656
2012-04-06 07:00:00,12.25,311,2.26,-1.57,1018.11,2.26,1.32,0.76,0.41480642810164425
2012-04-06 08:00:00,12.79,316,4.4,-1.66,1017.89,3.3,1.48,0.65,0.46944469387144994
2012-04-06 09:00:00,12.18,320,6.43,-1.32,1017.63,4.86,2.19,0.58,0.48773094192825106
2012-04-06 10:00:00,12.91,323,8.57,-0.91,1017.14,7.23,2.37,0.51,0.4671674143497758
2012-04-06 11:00:00,12.97,338,10.14,-1.36,1016.44,10.14,2.57,0.45,0.47054484357249626
2012-04-06 12:00:00,13.02,326,11.16,-0.4,1015.42,11.16,2.66,0.45,0.4553717707916458
2012-04-06 13:00:00,13.33,317,11.89,0.96,1014.47,11.89,3.05,0.47,0.4134686100896861
2012-04-06 14:00:00,13.45,316,12.28,1.57,1013.73,12.28,4.26,0.48,0.4143318383408072
2012-04-06 15:00:00,13.52,318,11.74,2.41,1013.14,11.74,4.84,0.53,0.41591180874439465
2012-04-06 16:00:00,13.52,313,10.84,2.43,1012.92,10.84,4.68,0.56,0.5052672372137317
2012-04-06 17:00:00,13.52,308,10.66,3.06,1012.54,10.66,4.01,0.59,0.5452847534379671
2012-04-06 18:00:00,13.52,307,10.12,2.87,1012.28,10.12,3.51,0.61,0.5961883408071749
2012-04-06 19:00:00,13.95,307,9.64,3.29,1012.05,8.02,3.12,0.65,0.6052503738415546
2012-04-06 20:00:00,13.36,301,9.61,3.77,1012.06,8.18,2.77,0.67,0.5893804191330345
2012-04-06 21:00:00,13.37,295,9.58,3.83,1011.79,7.96,3.09,0.67,0.5303527655455904
2012-04-06 22:00:00,13.37,299,9.14,4.39,1011.42,7.36,3.2,0.72,0.45217339319880423
2012-04-06 23:00:00,13.21,296,9.12,4.47,1011.18,7.5,2.92,0.73,0.3539379674140508
2012-04-07 00:00:00,12.49,305,9.01,4.97,1010.82,7.31,3.02,0.76,0.3809424596555101
2012-04-07 01:00:00,11.91,306,8.18,5.79,1010.54,6.43,2.85,0.85,0.3901669094631897
2012-04-07 02:00:00,8.72,301,8.01,6.14,1010.52,6.42,2.56,0.88,0.30714659640987285
2012-04-07 03:00:00,7.5,294,7.93,6.58,1010.22,6.53,2.29,0.91,0.26627150373971575
2012-04-07 04:00:00,7.07,299,7.92,6.59,1009.91,6.55,2.26,0.91,0.26043380688107703
2012-04-07 05:00:00,7.56,323,8.38,6.66,1010.14,7.21,2.11,0.89,0.2768713538519073
2012-04-07 06:00:00,6.47,347,8.47,6.64,1010.51,7.38,2.03,0.88,0.3282782348541511
2012-04-07 07:00:00,8.63,11,8.58,6.61,1010.93,6.98,2.73,0.87,0.3991944645474944
2012-04-07 08:00:00,9.8,29,9.05,6.18,1011.49,7.26,3.19,0.82,0.4019072552729993
2012-04-07 09:00:00,12.12,31,8.83,6.02,1011.98,6.91,3.34,0.83,0.43424831712789824
2012-04-07 10:00:00,12.7,27,9.22,5.41,1012.17,7.48,3.16,0.77,0.4497232608077786
2012-04-07 11:00:00,13.52,25,9.23,4.88,1012.56,7.29,3.52,0.74,0.45519296903515327
2012-04-07 12:00:00,13.52,27,10.39,3.98,1012.73,10.39,3.44,0.64,0.46211293934181
2012-04-07 13:00:00,12.94,29,10.48,4.01,1012.69,10.48,3.71,0.64,0.44047045661929696
2012-04-07 14:00:00,13.52,30,9.67,2.87,1012.87,7.77,3.64,0.63,0.4332438295437547
2012-04-07 15:00:00,13.07,26,9.08,2.41,1013.31,7.02,3.7,0.63,0.4652640237845924
2012-04-07 16:00:00,13.07,32,8.96,2.64,1013.49,7.18,3.13,0.65,0.4993522812266268
2012-04-07 17:00:00,13.07,26,8.92,2.32,1013.69,7.39,2.72,0.63,0.5290448764397906
2012-04-07 18:00:00,13.52,20,8.78,1.86,1014.01,7.34,2.55,0.62,0.573940164697083
2012-04-07 19:00:00,13.86,13,7.84,1.75,1014.47,7.05,1.63,0.65,0.6008085269259535
2012-04-07 20:00:00,13.23,346,7.15,1.65,1014.97,7.15,1.08,0.68,0.5845153330590875
2012-04-07 21:00:00,13.87,341,6.87,2.05,1015.09,6.87,0.84,0.71,0.5394996256544502
2012-04-07 22:00:00,13.87,335,6.86,2.07,1015.37,6.86,0.54,0.72,0.47783171308900524
2012-04-07 23:00:00,13.9,319,7.06,2.23,1015.89,7.06,0.54,0.71,0.3732303664921466
2012-04-08 00:00:00,13.26,213,7.04,2.27,1015.49,7.04,0.95,0.72,0.3845447938281504
2012-04-08 01:00:00,12.94,207,7.09,2.43,1015.44,7.09,1.22,0.72,0.405339084096024
2012-04-08 02:00:00,12.55,209,6.86,2.81,1014.95,6.08,1.49,0.75,0.3288072019504876
2012-04-08 03:00:00,12.54,212,6.87,3.29,1014.42,5.48,2.07,0.78,0.2759054765191298
2012-04-08 04:00:00,7.77,210,6.84,4.34,1014.2,4.95,2.68,0.84,0.2607291819954989
2012-04-08 05:00:00,5.46,212,6.52,5.31,1013.99,4.57,2.67,0.92,0.2775221300825207
2012-04-08 06:00:00,3.59,216,6.61,5.88,1013.92,4.72,2.62,0.95,0.3345461369092273
2012-04-08 07:00:00,2.96,223,7.06,6.51,1014.07,5.03,2.92,0.96,0.37264066076519126
2012-04-08 08:00:00,3.98,240,7.66,7.1,1013.96,5.76,2.91,0.96,0.41896624186046516
2012-04-08 09:00:00,5.95,248,8.77,8.06,1013.58,7.12,2.87,0.95,0.44530157539384846
2012-04-08 10:00:00,9.58,257,9.85,8.16,1013.34,8.26,3.12,0.89,0.4866999243060765
2012-04-08 11:00:00,11.49,258,10.87,8.26,1012.96,10.87,2.8,0.84,0.5285723932483121
2012-04-08 12:00:00,11.39,260,11.41,7.87,1012.6,11.41,3.14,0.79,0.5651717927231807
2012-04-08 13:00:00,12.25,260,11.99,8.28,1012.11,11.99,3.9,0.78,0.5119069768942236
2012-04-08 14:00:00,13.02,254,12.46,8.31,1011.53,12.46,3.63,0.76,0.4822325579144786
2012-04-08 15:00:00,12.7,245,12.93,8.45,1010.85,12.93,3.36,0.74,0.4783675919729933
2012-04-08 16:00:00,12.99,244,13.08,8.62,1010.33,13.08,4.02,0.74,0.508026256564141
2012-04-08 17:00:00,13.52,239,12.68,9.47,1009.86,12.68,3.28,0.81,0.5445236302325582
2012-04-08 18:00:00,13.52,248,12.92,8.99,1009.12,12.92,3.37,0.77,0.546324831207802
2012-04-08 19:00:00,13.42,259,12.8,7.68,1009.0,12.8,4.71,0.71,0.5830375090772693
2012-04-08 20:00:00,14.0,260,11.79,7.13,1008.7,11.79,4.91,0.73,0.5784673670667667
2012-04-08 21:00:00,13.37,259,10.87,6.41,1008.3,10.87,4.8,0.74,0.5299632407351837
2012-04-08 22:00:00,13.87,265,10.27,6.37,1007.97,10.27,4.54,0.77,0.4552145538634659
2012-04-08 23:00:00,13.45,259,9.71,6.35,1007.61,7.41,4.55,0.8,0.35874118552138035
2012-04-09 00:00:00,13.36,253,9.15,6.33,1007.04,6.93,4.06,0.83,0.3938113214170409
2012-04-09 01:00:00,12.52,244,8.73,6.52,1006.09,6.46,3.95,0.86,0.40416305272999253
2012-04-09 02:00:00,11.52,239,8.65,6.93,1005.3,6.27,4.15,0.89,0.3142834707554226
2012-04-09 03:00:00,12.83,237,8.58,6.53,1004.37,6.23,4.07,0.87,0.2592333584143605
2012-04-09 04:00:00,12.7,231,8.62,6.59,1003.51,6.14,4.35,0.87,0.25037696305160806
2012-04-09 05:00:00,12.75,229,8.68,7.05,1002.43,6.12,4.57,0.9,0.2657127896035901
2012-04-09 06:00:00,11.39,226,8.31,7.16,1001.78,5.58,4.76,0.92,0.3059558709798055
2012-04-09 07:00:00,9.7,226,8.64,7.56,1001.02,5.71,5.47,0.93,0.3619798053103964
2012-04-09 08:00:00,9.82,226,8.76,7.71,1000.09,5.69,5.92,0.93,0.4088990274495138
2012-04-09 09:00:00,11.31,226,9.24,8.1,999.39,6.21,6.22,0.93,0.4412198955871354
2012-04-09 10:00:00,11.89,219,9.39,8.21,998.55,6.41,6.2,0.92,0.44289379169783094
2012-04-09 11:00:00,11.54,223,10.28,8.59,997.63,10.28,6.26,0.89,0.47956768908002984
2012-04-09 12:00:00,11.04,221,10.42,9.18,996.61,10.42,6.48,0.92,0.4910643231862378
2012-04-09 13:00:00,11.57,221,10.81,9.08,995.47,10.81,6.86,0.89,0.46494293888748095
2012-04-09 14:00:00,11.47,217,10.81,8.79,994.41,10.81,7.12,0.87,0.45418488091317366
2012-04-09 15:00:00,10.93,220,10.72,8.68,993.22,10.72,7.2,0.87,0.48782630707748664
2012-04-09 16:00:00,9.83,215,10.72,8.71,992.19,10.72,7.55,0.87,0.5252788872145948
2012-04-09 17:00:00,9.99,215,10.36,8.72,991.04,10.36,7.49,0.9,0.577064322737472
2012-04-09 18:00:00,9.12,213,10.69,8.8,990.31,10.69,7.35,0.88,0.6470351526551983
2012-04-09 19:00:00,9.38,211,10.23,9.16,989.69,10.23,6.99,0.93,0.6474584891548243
2012-04-09 20:00:00,9.93,206,10.36,9.18,988.99,10.36,7.65,0.92,0.6392797307404637
2012-04-09 21:00:00,9.62,205,9.87,8.72,987.95,6.54,7.89,0.93,0.57403889289454
2012-04-09 22:00:00,10.14,206,9.87,8.74,987.09,6.49,8.05,0.93,0.46056151832460734
2012-04-09 23:00:00,13.12,215,10.33,8.72,986.88,10.33,7.17,0.9,0.3599169783096485
2012-04-10 00:00:00,13.5,227,10.33,8.53,986.78,10.33,6.69,0.89,0.3884480175018698
2012-04-10 01:00:00,12.83,239,9.73,7.85,986.89,6.71,6.63,0.88,0.3963268506357517
2012-04-10 02:00:00,14.0,247,8.98,5.27,987.43,5.78,6.52,0.78,0.30984741907255053
2012-04-10 03:00:00,13.29,241,7.92,4.08,988.08,4.62,5.94,0.77,0.27017352281226625
2012-04-10 04:00:00,13.79,235,6.88,3.56,988.48,3.49,5.45,0.79,0.2609596112939417
2012-04-10 05:00:00,13.71,230,6.32,3.11,988.79,3.09,4.77,0.8,0.3031600599102468
2012-04-10 06:00:00,12.96,227,5.94,3.52,989.4,2.8,4.42,0.84,0.37836275272999254
2012-04-10 07:00:00,13.02,233,6.65,3.22,989.72,3.36,5.11,0.79,0.42868361997008225
2012-04-10 08:00:00,13.07,242,8.21,3.72,990.01,5.06,5.75,0.73,0.4071077081231945
2012-04-10 09:00:00,13.52,250,9.39,2.91,990.19,6.47,6.0,0.64,0.3859922677953753
2012-04-10 10:00:00,13.52,243,10.73,3.08,990.27,10.73,6.21,0.59,0.3849068994226138
2012-04-10 11:00:00,13.52,243,11.32,2.63,990.44,11.32,5.7,0.55,0.39302319183141565
2012-04-10 12:00:00,13.07,239,12.77,2.87,990.33,12.77,5.67,0.51,0.38219291620465146
2012-04-10 13:00:00,12.09,242,12.12,1.53,990.22,12.12,6.09,0.48,0.3636043956776557
2012-04-10 14:00:00,13.02,247,12.9,2.02,990.42,12.9,4.99,0.48,0.37322327935578326
2012-04-10 15:00:00,12.97,232,11.33,4.05,990.47,11.33,3.55,0.61,0.40755051200585646
2012-04-10 16:00:00,13.52,237,11.62,2.29,990.7,11.62,4.83,0.53,0.45760688162518304
2012-04-10 17:00:00,13.07,255,8.43,4.63,991.1,5.91,4.36,0.77,0.5330783308199122
2012-04-10 18:00:00,12.94,252,9.56,2.91,991.54,7.48,3.96,0.63,0.5490900439970717
2012-04-10 19:00:00,13.02,239,8.72,3.06,992.31,7.27,2.55,0.68,0.6011024893850658
2012-04-10 20:00:00,12.94,237,8.18,3.84,992.98,6.48,2.76,0.74,0.633124451317716
2012-04-10 21:00:00,12.81,232,7.57,3.59,993.46,5.48,3.17,0.76,0.598653733601757
2012-04-10 22:00:00,13.08,237,6.66,3.34,993.86,4.28,3.33,0.79,0.46096046837481697
2012-04-10 23:00:00,13.08,241,6.06,2.9,994.29,3.77,3.0,0.8,0.35163762774524154
2012-04-11 00:00:00,13.23,236,5.57,2.76,994.47,3.46,2.65,0.82,0.37369399641288437
2012-04-11 01:00:00,13.29,232,4.93,2.82,994.52,2.91,2.4,0.86,0.3747664707174231
2012-04-11 02:00:00,13.79,234,4.39,2.41,994.74,2.32,2.35,0.87,0.3021632505856515
2012-04-11 03:00:00,13.08,218,3.98,2.36,994.87,2.07,2.1,0.89,0.26367276720351385
2012-04-11 04:00:00,13.0,214,3.82,2.24,995.0,2.55,1.53,0.89,0.2632401172035139
2012-04-11 05:00:00,12.76,216,3.57,2.23,995.31,1.97,1.77,0.91,0.3024758423133236
2012-04-11 06:00:00,13.07,213,3.76,2.44,995.78,2.35,1.64,0.91,0.37651756954612003
2012-04-11 07:00:00,12.71,225,5.8,3.12,996.19,4.41,1.9,0.83,0.4450806950953291
2012-04-11 08:00:00,13.07,241,7.76,3.95,996.44,6.66,1.93,0.77,0.4362709261218545
2012-04-11 09:00:00,13.47,263,9.41,4.19,996.79,8.25,2.32,0.7,0.40593845540381596
2012-04-11 10:00:00,13.07,267,10.88,4.57,996.86,10.88,2.33,0.65,0.4048291859586437
2012-04-11 11:00:00,13.52,272,10.98,3.42,996.92,10.98,1.83,0.6,0.4039419808980402
2012-04-11 12:00:00,13.42,263,11.55,2.07,997.1,11.55,2.4,0.52,0.3967663511993039
2012-04-11 13:00:00,12.81,294,12.33,2.32,997.2,12.33,1.61,0.5,0.3934141629470672
2012-04-11 14:00:00,13.52,294,12.62,2.13,997.43,12.62,1.87,0.49,0.3933874192994996
2012-04-11 15:00:00,13.52,303,12.76,1.87,997.38,12.76,1.16,0.47,0.3993230876340243
2012-04-11 16:00:00,13.07,245,12.91,1.17,997.57,12.91,0.67,0.45,0.4308734810578985
2012-04-11 17:00:00,12.71,223,12.14,1.16,997.83,12.14,1.23,0.47,0.49339071287446273
2012-04-11 18:00:00,12.87,250,10.6,2.71,998.82,10.6,1.42,0.58,0.6067583994281629
2012-04-11 19:00:00,13.66,313,9.67,2.78,999.8,9.04,1.73,0.62,0.6489513933523946
2012-04-11 20:00:00,13.16,242,8.98,3.28,1000.52,8.98,1.26,0.67,0.6379185130092924
2012-04-11 21:00:00,12.42,258,8.43,3.43,1000.8,7.66,1.69,0.71,0.5786604714796283
2012-04-11 22:00:00,12.04,272,7.85,3.49,1001.07,6.63,2.06,0.74,0.4777827017869907
2012-04-11 23:00:00,12.73,281,7.37,3.81,1001.39,6.08,2.06,0.78,0.3579949962830593
2012-04-12 00:00:00,11.96,287,6.74,3.57,1001.59,5.55,1.85,0.8,0.376753927851767
2012-04-12 01:00:00,11.84,283,5.77,3.41,1001.65,4.25,2.02,0.85,0.38016975706134093
2012-04-12 02:00:00,11.23,275,4.51,3.05,1001.64,3.46,1.45,0.9,0.3022539228245364
2012-04-12 03:00:00,10.54,263,4.42,3.34,1001.85,3.33,1.47,0.93,0.26632984584055
2012-04-12 04:00:00,10.51,256,3.68,2.91,1001.97,2.56,1.42,0.95,0.26640798865905846
2012-04-12 05:00:00,9.45,264,4.41,3.61,1002.08,3.01,1.71,0.95,0.2986226817403709
2012-04-12 06:00:00,10.54,259,4.94,3.48,1002.49,3.57,1.75,0.9,0.3839222539229672
2012-04-12 07:00:00,11.8,250,5.77,3.87,1002.73,4.83,1.49,0.88,0.4451348074179743
2012-04-12 08:00:00,12.59,267,7.05,4.44,1002.97,5.98,1.77,0.83,0.42229711287484306
2012-04-12 09:00:00,13.04,284,9.05,4.39,1003.14,8.17,1.9,0.73,0.4189492381035812
2012-04-12 10:00:00,12.6,283,10.28,4.14,1003.27,10.28,2.06,0.66,0.4063821543482191
2012-04-12 11:00:00,13.07,293,10.17,3.87,1003.17,10.17,2.19,0.65,0.4085073485911896
2012-04-12 12:00:00,13.52,252,11.25,3.95,1002.99,11.25,1.4,0.61,0.4218423676681855
2012-04-12 13:00:00,12.76,283,9.36,4.73,1002.98,8.93,1.49,0.73,0.41748282761921474
2012-04-12 14:00:00,13.05,260,10.39,6.51,1003.19,10.39,1.01,0.77,0.3858667404364665
2012-04-12 15:00:00,13.07,231,12.13,2.46,1002.98,12.13,1.28,0.52,0.40807016053596246
2012-04-12 16:00:00,10.93,258,11.99,3.59,1002.98,11.99,0.95,0.56,0.45395694416666665
2012-04-12 17:00:00,12.63,302,10.89,3.91,1003.39,10.89,1.28,0.62,0.5264041668055555
2012-04-12 18:00:00,13.07,187,9.65,4.53,1003.84,9.65,0.62,0.7,0.573836111736111
2012-04-12 19:00:00,12.83,193,8.67,4.51,1004.25,8.67,1.07,0.75,0.6218041668055556
2012-04-12 20:00:00,12.41,214,8.17,5.23,1004.64,8.17,0.75,0.82,0.6206347219444445
2012-04-12 21:00:00,12.04,230,7.66,5.26,1004.81,7.66,0.81,0.85,0.5881645834027778
2012-04-12 22:00:00,10.15,240,7.32,5.02,1004.95,7.32,0.87,0.85,0.4751034727083333
2012-04-12 23:00:00,10.36,278,6.74,4.89,1005.08,6.74,0.89,0.88,0.3574013889583333
2012-04-13 00:00:00,10.3,307,6.73,4.85,1005.05,6.73,0.76,0.88,0.37217291680555553
2012-04-13 01:00:00,7.97,329,6.45,4.72,1005.0,6.45,0.64,0.89,0.379688194375
2012-04-13 02:00:00,5.12,326,5.59,4.29,1004.86,5.59,0.81,0.91,0.2997250002083333
2012-04-13 03:00:00,3.57,314,5.39,4.06,1004.86,5.39,0.8,0.91,0.2598472222916667
2012-04-13 04:00:00,2.09,312,4.94,3.67,1004.97,4.94,0.84,0.91,0.2569604163888889
2012-04-13 05:00:00,1.01,314,4.18,3.33,1005.11,4.18,1.0,0.94,0.29687777770833335
2012-04-13 06:00:00,1.19,335,3.97,3.44,1005.52,2.81,1.48,0.96,0.37509166701388885
2012-04-13 07:00:00,1.48,334,4.55,3.88,1005.73,3.33,1.57,0.95,0.4441263893055556
2012-04-13 08:00:00,3.22,343,5.32,4.44,1006.04,3.93,1.83,0.94,0.4327820175811259
2012-04-13 09:00:00,6.18,335,6.53,4.63,1006.02,5.28,1.86,0.88,0.45363417989018534
2012-04-13 10:00:00,8.18,350,8.36,5.02,1005.81,7.72,1.55,0.79,0.4331935515155888
2012-04-13 11:00:00,10.27,11,10.08,4.92,1005.53,10.08,0.83,0.7,0.42942327528802376
2012-04-13 12:00:00,12.3,63,11.54,4.62,1005.35,11.54,0.87,0.62,0.42578464020023804
2012-04-13 13:00:00,13.29,26,11.78,3.97,1005.08,11.78,1.16,0.59,0.40349302942078796
2012-04-13 14:00:00,13.45,357,12.02,2.16,1004.78,12.02,0.6,0.51,0.3929268290650406
2012-04-13 15:00:00,12.84,73,12.0,1.18,1004.44,12.0,0.69,0.47,0.40879132831978315
2012-04-13 16:00:00,12.94,3,11.33,3.16,1004.37,11.33,0.51,0.57,0.44466124661246614
2012-04-13 17:00:00,13.07,171,10.93,3.08,1004.33,10.93,0.37,0.58,0.481636178794038
2012-04-13 18:00:00,13.39,88,10.42,3.21,1004.19,10.42,1.12,0.61,0.5371084006097561
2012-04-13 19:00:00,12.6,117,9.16,3.37,1004.61,9.16,1.0,0.67,0.5888502718834688
2012-04-13 20:00:00,13.16,71,8.11,3.27,1004.93,7.28,1.69,0.71,0.6049972901761518
2012-04-13 21:00:00,12.34,69,7.91,4.04,1005.12,7.08,1.67,0.77,0.5574180216802168
