,visibility,windBearing,temperature,dewPoint,pressure,apparentTemperature,windSpeed,humidity,energy
2011-11-23 09:00:00,4.39,229,4.84,4.68,1027.29,3.42,1.78,0.99,0.565
2011-11-23 10:00:00,6.24,233,5.74,5.46,1027.67,4.24,1.99,0.98,0.2513333333333333
2011-11-23 11:00:00,10.2,233,7.67,5.74,1027.56,5.94,2.66,0.88,0.30328571428571427
2011-11-23 12:00:00,11.62,234,8.84,6.52,1027.24,7.25,2.8,0.85,0.6983222233333333
2011-11-23 13:00:00,12.68,233,9.87,6.99,1027.35,8.29,3.12,0.82,0.5016410339743589
2011-11-23 14:00:00,12.25,232,10.36,7.75,1027.25,10.36,3.26,0.84,0.47569230769230764
2011-11-23 15:00:00,12.96,225,10.09,7.74,1027.37,10.09,3.04,0.85,0.3770769230769231
2011-11-23 16:00:00,12.02,210,9.84,7.53,1027.68,8.36,2.95,0.86,0.37438461538461537
2011-11-23 17:00:00,12.38,212,9.14,7.88,1027.75,7.74,2.58,0.92,0.4745384615384616
2011-11-23 18:00:00,11.68,209,9.12,7.51,1027.93,7.51,2.91,0.9,0.5231538461538461
2011-11-23 19:00:00,11.75,214,9.07,8.01,1028.25,7.36,3.06,0.93,0.7739230769230769
2011-11-23 20:00:00,11.06,209,8.69,7.67,1028.9,6.97,2.96,0.93,0.8618461615384614
2011-11-23 21:00:00,10.65,212,8.34,7.64,1028.88,6.56,2.95,0.95,0.6652307615384616
2011-11-23 22:00:00,9.9,217,8.24,7.98,1029.42,6.56,2.75,0.98,0.6026153846153847
2011-11-23 23:00:00,9.35,217,8.97,8.28,1029.62,7.28,2.98,0.95,0.4693846153846154
2011-11-24 00:00:00,8.88,217,9.01,8.33,1029.52,7.37,2.92,0.96,0.5253076846153847
2011-11-24 01:00:00,9.91,222,8.99,8.04,1029.4,7.51,2.67,0.94,0.5395384615384615
2011-11-24 02:00:00,9.27,215,8.56,7.97,1029.38,7.01,2.65,0.96,0.3317692307692308
2011-11-24 03:00:00,8.21,221,9.03,8.36,1029.18,7.32,3.05,0.96,0.2802307692307692
2011-11-24 04:00:00,8.93,215,8.78,8.19,1028.89,7.01,3.06,0.96,0.25684615384615384
2011-11-24 05:00:00,9.91,213,9.59,8.69,1029.07,8.05,2.96,0.94,0.22169230769230772
2011-11-24 06:00:00,8.26,209,9.08,8.25,1029.15,7.73,2.51,0.95,0.26246153846153847
2011-11-24 07:00:00,9.32,201,8.76,8.62,1029.11,7.41,2.43,0.99,0.3596923076923077
2011-11-24 08:00:00,9.22,195,9.36,8.72,1028.99,7.72,3.04,0.96,0.31948901098901106
2011-11-24 09:00:00,9.54,201,10.12,9.41,1029.01,10.12,3.36,0.95,0.33229670329670324
2011-11-24 10:00:00,10.59,202,10.99,9.93,1029.01,10.99,3.59,0.93,0.4235992647058824
2011-11-24 11:00:00,12.21,205,12.29,10.33,1028.46,12.29,4.35,0.88,0.38216666666666665
2011-11-24 12:00:00,12.89,206,12.93,9.78,1027.81,12.93,5.26,0.81,0.39772510822510826
2011-11-24 13:00:00,12.94,207,12.92,9.11,1027.2,12.92,5.66,0.78,0.4413234782608695
2011-11-24 14:00:00,13.39,206,12.87,8.57,1026.66,12.87,5.57,0.75,0.3964
2011-11-24 15:00:00,12.94,201,11.88,8.07,1026.19,11.88,4.79,0.77,0.40824
2011-11-24 16:00:00,12.44,202,11.06,7.17,1025.92,11.06,4.55,0.77,0.37104000000000004
2011-11-24 17:00:00,12.26,200,10.18,7.22,1025.61,10.18,4.53,0.82,0.53352
2011-11-24 18:00:00,11.06,199,9.64,7.59,1025.43,7.18,4.91,0.87,0.6304800000000002
2011-11-24 19:00:00,11.01,202,9.71,7.97,1025.21,7.3,4.82,0.89,0.678879996
2011-11-24 20:00:00,10.44,194,10.19,8.11,1024.52,10.19,4.92,0.87,0.6102
2011-11-24 21:00:00,10.46,192,10.41,8.58,1023.62,10.41,5.04,0.88,0.654440004
2011-11-24 22:00:00,10.72,198,11.22,9.12,1023.07,11.22,5.17,0.87,0.6601600000000001
2011-11-24 23:00:00,10.4,203,11.48,9.26,1022.85,11.48,5.86,0.86,0.47856
2011-11-25 00:00:00,10.85,206,11.91,9.26,1022.23,11.91,5.9,0.84,0.47504
2011-11-25 01:00:00,11.57,203,11.99,9.72,1021.15,11.99,6.12,0.86,0.5069600000000001
2011-11-25 02:00:00,12.02,208,12.52,9.91,1020.86,12.52,6.87,0.84,0.4958
2011-11-25 03:00:00,12.13,215,12.61,10.31,1020.55,12.61,6.37,0.86,0.43692
2011-11-25 04:00:00,11.46,216,13.01,10.72,1020.22,13.01,6.2,0.86,0.33591999999999994
2011-11-25 05:00:00,8.71,226,13.03,10.96,1020.2,13.03,6.3,0.87,0.27364
2011-11-25 06:00:00,10.27,248,12.51,11.17,1020.72,12.51,5.89,0.92,0.29892
2011-11-25 07:00:00,12.68,263,11.45,9.03,1021.68,11.45,5.64,0.85,0.33192
2011-11-25 08:00:00,13.28,261,10.39,8.17,1022.49,10.39,4.66,0.86,0.36972000000000005
2011-11-25 09:00:00,12.75,256,10.61,8.47,1023.3,10.61,4.58,0.87,0.36361538461538456
2011-11-25 10:00:00,12.96,259,11.42,8.41,1024.16,11.42,5.51,0.82,0.3406997354497354
2011-11-25 11:00:00,13.52,266,12.22,6.48,1024.65,12.22,6.23,0.68,0.3595643711494253
2011-11-25 12:00:00,13.52,268,12.27,5.16,1024.81,12.27,7.41,0.62,0.35134274193548387
2011-11-25 13:00:00,12.83,270,11.97,5.32,1025.1,11.97,7.3,0.64,0.36996874999999996
2011-11-25 14:00:00,12.83,269,11.41,4.35,1025.29,11.41,6.29,0.62,0.375875
2011-11-25 15:00:00,13.02,261,11.17,4.82,1025.54,11.17,5.54,0.65,0.38040625
2011-11-25 16:00:00,12.26,251,10.54,4.84,1026.07,10.54,5.01,0.68,0.418312496875
2011-11-25 17:00:00,13.02,244,9.97,5.13,1026.48,7.81,4.37,0.72,0.49831249687500007
2011-11-25 18:00:00,12.39,248,9.47,5.19,1027.26,7.12,4.52,0.75,0.43293750000000003
2011-11-25 19:00:00,12.26,242,8.73,5.27,1027.89,6.46,3.95,0.79,0.598875
2011-11-25 20:00:00,12.28,244,8.16,5.38,1028.6,5.92,3.65,0.83,0.5512812500000001
2011-11-25 21:00:00,12.86,239,8.03,5.29,1029.18,5.72,3.74,0.83,0.66296875
2011-11-25 22:00:00,13.68,235,7.59,5.24,1029.4,5.14,3.8,0.85,0.6460625
2011-11-25 23:00:00,13.7,240,7.46,5.32,1029.56,4.84,4.07,0.86,0.545875
2011-11-26 00:00:00,12.92,244,7.41,5.34,1029.69,4.92,3.81,0.87,0.517874996875
2011-11-26 01:00:00,13.21,242,7.01,5.36,1029.19,4.81,3.17,0.89,0.43612500312499997
2011-11-26 02:00:00,13.45,239,7.16,5.87,1029.19,5.16,2.9,0.92,0.38946875
2011-11-26 03:00:00,14.05,234,7.08,5.53,1029.01,4.84,3.26,0.9,0.284093746875
2011-11-26 04:00:00,12.68,235,7.18,5.97,1029.0,4.88,3.38,0.92,0.24340625000000002
2011-11-26 05:00:00,13.81,238,7.32,6.09,1028.54,4.69,4.03,0.92,0.25515625
2011-11-26 06:00:00,13.02,235,7.64,6.37,1028.35,4.99,4.21,0.92,0.27996875
2011-11-26 07:00:00,13.08,234,7.77,6.44,1027.99,5.09,4.36,0.91,0.30940625
2011-11-26 08:00:00,12.73,229,8.31,6.46,1027.83,5.57,4.76,0.88,0.3255
2011-11-26 09:00:00,12.26,231,9.29,7.05,1027.62,6.57,5.37,0.86,0.3312316176470588
2011-11-26 10:00:00,12.55,231,10.52,7.59,1027.11,10.52,6.04,0.82,0.36527644787644786
2011-11-26 11:00:00,13.07,238,11.92,7.58,1026.96,11.92,7.21,0.75,0.40294941094941095
2011-11-26 12:00:00,12.83,239,12.48,7.31,1026.25,12.48,7.48,0.71,0.36935487804878053
2011-11-26 13:00:00,13.07,243,12.61,7.57,1025.28,12.61,8.15,0.71,0.4505121951219512
2011-11-26 14:00:00,13.07,245,12.96,7.52,1024.65,12.96,8.31,0.7,0.45878049024390244
2011-11-26 15:00:00,12.96,242,12.54,7.91,1024.08,12.54,7.47,0.73,0.537609756097561
2011-11-26 16:00:00,12.7,239,12.42,7.62,1023.75,12.42,6.88,0.73,0.5277317073170731
2011-11-26 17:00:00,12.7,238,12.39,7.89,1023.7,12.39,6.5,0.74,0.6548536560975609
2011-11-26 18:00:00,12.76,238,12.01,7.61,1023.58,12.01,5.84,0.74,0.691560975609756
2011-11-26 19:00:00,12.7,233,11.96,7.67,1022.91,11.96,6.25,0.75,0.722682924390244
2011-11-26 20:00:00,13.08,234,12.01,8.08,1022.25,12.01,6.95,0.77,0.6720975609756097
2011-11-26 21:00:00,13.63,232,11.94,7.58,1021.39,11.94,6.91,0.75,0.6585121951219512
2011-11-26 22:00:00,13.66,231,11.93,7.52,1020.85,11.93,7.69,0.74,0.6265853658536584
2011-11-26 23:00:00,13.7,232,11.59,7.18,1020.11,11.59,7.56,0.74,0.5653658512195121
2011-11-27 00:00:00,14.13,229,11.98,7.98,1019.28,11.98,7.72,0.77,0.44351219268292685
2011-11-27 01:00:00,13.6,233,12.08,8.28,1018.36,12.08,7.89,0.78,0.4653170756097561
2011-11-27 02:00:00,12.99,231,12.1,9.25,1017.9,12.1,8.0,0.83,0.39560975365853657
2011-11-27 03:00:00,12.47,232,12.53,9.88,1016.99,12.53,8.22,0.84,0.29139024390243906
2011-11-27 04:00:00,13.6,236,12.61,10.18,1016.08,12.61,8.24,0.85,0.2885853682926829
2011-11-27 05:00:00,13.6,238,13.07,10.04,1015.52,13.07,8.54,0.82,0.3019756121951219
2011-11-27 06:00:00,13.6,235,13.21,9.21,1014.78,13.21,8.81,0.77,0.28858536585365857
2011-11-27 07:00:00,13.2,234,13.52,9.42,1014.58,13.52,8.49,0.76,0.304390243902439
2011-11-27 08:00:00,12.17,240,13.2,10.37,1015.03,13.2,8.22,0.83,0.30909756097560975
2011-11-27 09:00:00,13.07,260,13.48,9.76,1016.1,13.48,8.44,0.78,0.3750731707317073
2011-11-27 10:00:00,12.89,274,13.54,8.27,1017.75,13.54,8.55,0.7,0.35817073170731706
2011-11-27 11:00:00,13.07,289,12.73,6.88,1019.25,12.73,8.59,0.68,0.40151219512195124
2011-11-27 12:00:00,13.07,294,13.28,4.49,1020.3,13.28,8.09,0.55,0.4615853658536585
2011-11-27 13:00:00,12.96,293,12.44,2.86,1021.1,12.44,7.13,0.52,0.5116829268292682
2011-11-27 14:00:00,13.21,299,12.02,2.17,1022.21,12.02,6.3,0.51,0.4419512219512195
2011-11-27 15:00:00,12.31,301,11.27,2.11,1023.47,11.27,5.18,0.53,0.49682927073170735
2011-11-27 16:00:00,12.84,291,10.41,1.83,1024.7,10.41,2.96,0.55,0.5933170707317073
2011-11-27 17:00:00,12.84,281,9.13,2.52,1025.6,7.71,2.63,0.63,0.6995122024390243
2011-11-27 18:00:00,12.26,268,7.74,2.42,1026.62,5.92,2.83,0.69,0.6207073219512196
2011-11-27 19:00:00,12.26,264,7.12,2.1,1027.48,5.29,2.65,0.7,0.6832926829268292
2011-11-27 20:00:00,12.81,247,6.25,2.36,1028.07,4.38,2.5,0.76,0.5720243902439024
2011-11-27 21:00:00,13.45,255,6.37,2.27,1028.32,4.79,2.18,0.75,0.541219512195122
2011-11-27 22:00:00,13.73,256,5.42,1.84,1028.48,3.92,1.94,0.78,0.5522926804878049
2011-11-27 23:00:00,13.9,257,4.47,1.77,1028.77,2.94,1.82,0.83,0.45317073170731703
2011-11-28 00:00:00,12.87,239,3.41,1.63,1028.59,3.41,1.17,0.88,0.36302439024390243
2011-11-28 01:00:00,11.67,215,2.46,1.52,1028.23,2.46,0.78,0.93,0.36760975609756097
2011-11-28 02:00:00,12.02,204,2.23,0.94,1028.07,2.23,0.64,0.91,0.3643170731707317
2011-11-28 03:00:00,12.36,203,1.63,0.87,1027.98,1.63,0.91,0.95,0.311707312195122
2011-11-28 04:00:00,12.02,196,1.32,0.88,1027.59,1.32,1.11,0.97,0.22563414878048782
2011-11-28 05:00:00,11.86,177,1.31,0.54,1027.03,1.31,1.0,0.95,0.21024390243902438
2011-11-28 06:00:00,11.59,156,1.82,1.07,1026.42,1.82,0.8,0.95,0.2558048780487805
2011-11-28 07:00:00,11.93,167,1.83,1.47,1025.94,1.83,1.02,0.97,0.3953170756097561
2011-11-28 08:00:00,12.04,124,2.84,1.96,1025.62,2.84,0.41,0.94,0.36541463414634145
2011-11-28 09:00:00,12.33,137,4.43,3.5,1025.52,4.43,0.44,0.94,0.35663492063492064
2011-11-28 10:00:00,12.47,161,6.13,3.16,1025.2,6.13,0.46,0.81,0.3483376833816425
2011-11-28 11:00:00,12.12,165,7.31,3.63,1024.53,6.44,1.62,0.77,0.39193750000000005
2011-11-28 12:00:00,12.28,184,8.14,4.06,1023.4,6.54,2.62,0.75,0.3604424019607843
2011-11-28 13:00:00,12.71,190,9.62,4.78,1022.32,8.04,3.03,0.72,0.3665615780445969
2011-11-28 14:00:00,12.89,193,9.96,4.47,1021.38,8.04,3.81,0.69,0.3441272727272727
2011-11-28 15:00:00,13.04,196,9.67,4.71,1020.17,7.72,3.73,0.71,0.40194545454545455
2011-11-28 16:00:00,12.83,191,9.61,4.88,1019.61,7.71,3.63,0.72,0.4335636345454546
2011-11-28 17:00:00,13.0,185,9.06,4.97,1018.93,7.28,3.17,0.76,0.522909090909091
2011-11-28 18:00:00,13.07,175,9.3,6.14,1018.07,7.3,3.68,0.81,0.6282363654545455
2011-11-28 19:00:00,12.42,184,10.27,7.77,1017.58,10.27,4.35,0.84,0.70581818
2011-11-28 20:00:00,8.74,186,11.34,9.38,1017.12,11.34,4.55,0.88,0.7102545436363635
2011-11-28 21:00:00,8.84,191,11.89,10.56,1016.52,11.89,5.06,0.92,0.6204727236363636
2011-11-28 22:00:00,8.8,202,12.51,11.11,1015.95,12.51,5.03,0.91,0.5540000018181819
2011-11-28 23:00:00,10.33,209,12.58,11.47,1015.43,12.58,5.26,0.93,0.4546909090909091
2011-11-29 00:00:00,12.78,210,12.59,11.17,1015.01,12.59,5.4,0.91,0.38112727272727276
2011-11-29 01:00:00,12.33,207,13.01,10.99,1014.19,13.01,5.49,0.88,0.33223636363636366
2011-11-29 02:00:00,12.94,207,12.66,10.99,1013.61,12.66,5.69,0.9,0.3061454563636363
2011-11-29 03:00:00,13.6,207,12.95,10.75,1012.81,12.95,6.05,0.87,0.28145454545454546
2011-11-29 04:00:00,13.6,202,12.62,10.31,1011.97,12.62,6.0,0.86,0.25009090909090903
2011-11-29 05:00:00,11.17,200,12.52,10.26,1011.22,12.52,6.58,0.86,0.22394545454545456
2011-11-29 06:00:00,12.71,197,12.12,10.66,1010.4,12.12,6.86,0.91,0.2702727272727272
2011-11-29 07:00:00,12.5,193,12.03,10.12,1009.81,12.03,7.39,0.88,0.3483090909090909
2011-11-29 08:00:00,12.86,193,12.41,9.27,1009.4,12.41,7.66,0.81,0.4259636345454545
2011-11-29 09:00:00,12.84,193,12.43,9.33,1008.74,12.43,7.85,0.81,0.3184114832535885
2011-11-29 10:00:00,13.07,195,12.55,9.27,1008.06,12.55,8.0,0.8,0.33941772879612825
2011-11-29 11:00:00,13.07,197,12.92,9.23,1007.37,12.92,8.06,0.78,0.3571326726475745
2011-11-29 12:00:00,13.07,201,13.02,9.22,1006.15,13.02,8.49,0.78,0.3368810734463277
2011-11-29 13:00:00,12.42,203,13.1,9.22,1005.14,13.1,9.15,0.77,0.44252538500793226
2011-11-29 14:00:00,12.57,205,13.47,9.3,1004.35,13.47,9.41,0.76,0.39230645161290323
2011-11-29 15:00:00,11.49,201,13.0,9.45,1003.67,13.0,9.09,0.79,0.3791085509472606
2011-11-29 16:00:00,8.87,205,12.99,10.34,1003.24,12.99,8.53,0.84,0.4475555555555556
2011-11-29 17:00:00,11.86,233,12.39,10.62,1004.39,12.39,8.32,0.89,0.5106666666666667
2011-11-29 18:00:00,12.94,261,11.21,7.95,1007.01,11.21,7.7,0.8,0.5794126984126985
2011-11-29 19:00:00,12.7,267,9.57,5.36,1009.8,6.24,7.5,0.75,0.6098571428571429
2011-11-29 20:00:00,12.44,264,8.5,3.58,1012.03,5.16,6.53,0.71,0.6197619047619048
2011-11-29 21:00:00,12.26,251,7.81,3.14,1013.28,4.82,5.06,0.72,0.5664603174603174
2011-11-29 22:00:00,13.73,242,7.32,3.05,1014.73,4.51,4.4,0.74,0.5718095238095238
2011-11-29 23:00:00,13.86,233,6.37,3.09,1016.35,3.39,4.3,0.8,0.47111111269841266
2011-11-30 00:00:00,13.2,226,6.34,3.06,1017.53,3.48,4.04,0.79,0.4094285714285715
2011-11-30 01:00:00,13.37,229,6.38,3.03,1018.43,3.34,4.43,0.79,0.38568253968253974
2011-11-30 02:00:00,13.36,231,6.45,3.07,1019.29,3.53,4.21,0.79,0.34425396825396826
2011-11-30 03:00:00,13.21,232,6.48,3.08,1019.87,3.57,4.22,0.79,0.27103174444444444
2011-11-30 04:00:00,13.81,231,6.92,3.53,1020.21,4.24,3.96,0.79,0.2198888888888889
2011-11-30 05:00:00,13.86,223,6.54,3.58,1020.66,4.05,3.48,0.81,0.20882539682539683
2011-11-30 06:00:00,12.94,218,6.76,3.53,1021.18,4.46,3.25,0.8,0.27020634920634923
2011-11-30 07:00:00,13.04,216,6.48,3.67,1021.67,4.01,3.42,0.82,0.3370634920634921
2011-11-30 08:00:00,12.73,214,6.57,4.23,1022.24,4.14,3.38,0.85,0.3951111126984127
2011-11-30 09:00:00,12.47,209,7.66,4.96,1022.58,5.37,3.55,0.83,0.3668063446969697
2011-11-30 10:00:00,13.04,206,9.73,5.99,1022.75,7.43,4.57,0.78,0.3563906832298137
2011-11-30 11:00:00,13.1,215,11.29,6.09,1022.72,11.29,4.95,0.7,0.33223280861640425
2011-11-30 12:00:00,13.02,217,11.87,6.22,1022.36,11.87,5.06,0.68,0.37030555555555555
2011-11-30 13:00:00,13.07,209,11.67,6.66,1021.72,11.67,5.26,0.71,0.3496301369863014
2011-11-30 14:00:00,13.52,207,11.81,7.25,1021.02,11.81,5.41,0.74,0.35548
2011-11-30 15:00:00,13.07,207,11.33,6.42,1020.51,11.33,4.98,0.72,0.335049298245614
2011-11-30 16:00:00,13.52,201,10.47,7.48,1020.02,10.47,4.78,0.82,0.4223421039473685
2011-11-30 17:00:00,12.7,188,10.52,7.05,1019.19,10.52,4.75,0.79,0.48821052500000006
2011-11-30 18:00:00,12.96,187,9.72,6.54,1018.24,7.23,5.01,0.81,0.5620131565789475
2011-11-30 19:00:00,13.04,186,9.73,6.28,1017.31,7.1,5.42,0.79,0.5478815789473683
2011-11-30 20:00:00,13.08,182,9.8,5.5,1016.41,7.28,5.18,0.75,0.6054605263157895
2011-11-30 21:00:00,12.79,179,10.31,5.46,1015.1,10.31,5.78,0.72,0.581539477631579
2011-11-30 22:00:00,13.44,179,10.34,6.41,1013.64,10.34,6.18,0.77,0.5078552631578948
2011-11-30 23:00:00,10.85,177,10.65,7.06,1011.55,10.65,6.75,0.78,0.4281578947368422
2011-12-01 00:00:00,7.89,178,9.44,8.11,1009.98,6.23,6.97,0.91,0.36223684342105256
2011-12-01 01:00:00,10.86,187,10.38,9.14,1008.27,10.38,7.65,0.92,0.3254473697368421
2011-12-01 02:00:00,13.18,202,11.43,9.82,1006.93,11.43,8.04,0.9,0.3074342105263158
2011-12-01 03:00:00,13.15,221,11.54,9.07,1006.77,11.54,7.5,0.85,0.25255263289473684
2011-12-01 04:00:00,13.6,220,11.48,8.21,1006.76,11.48,6.43,0.8,0.20778947368421052
2011-12-01 05:00:00,13.6,218,11.51,8.26,1006.64,11.51,6.07,0.8,0.22450000000000003
2011-12-01 06:00:00,12.89,219,11.54,8.66,1006.62,11.54,5.82,0.82,0.25923684210526315
2011-12-01 07:00:00,12.47,233,12.15,8.91,1006.89,12.15,4.9,0.81,0.3337763144736842
2011-12-01 08:00:00,11.62,240,11.45,9.24,1007.38,11.45,4.69,0.86,0.3983026328947369
2011-12-01 09:00:00,12.6,262,11.16,8.68,1008.08,11.16,4.13,0.85,0.3646625041625042
2011-12-01 10:00:00,13.07,262,10.82,8.09,1008.33,10.82,3.59,0.83,0.3645255731922398
2011-12-01 11:00:00,12.96,263,11.28,5.78,1008.54,11.28,3.75,0.69,0.3484026998128842
2011-12-01 12:00:00,13.52,269,11.23,4.09,1008.27,11.23,3.28,0.61,0.36773863636363635
2011-12-01 13:00:00,12.63,252,10.79,4.29,1007.96,10.79,2.31,0.64,0.3923808302808303
2011-12-01 14:00:00,12.63,255,10.68,4.47,1007.59,10.68,1.48,0.65,0.3888152173913044
2011-12-01 15:00:00,12.89,292,10.27,5.01,1007.17,10.27,0.69,0.7,0.4419673913043478
2011-12-01 16:00:00,11.23,28,9.56,5.5,1006.72,9.56,0.5,0.76,0.45503260760869557
2011-12-01 17:00:00,11.51,99,8.88,5.12,1006.58,8.88,0.75,0.77,0.5174021750000001
2011-12-01 18:00:00,11.96,70,7.67,6.43,1006.34,7.67,1.34,0.92,0.6348043489130435
2011-12-01 19:00:00,11.06,49,7.53,6.41,1006.05,7.53,1.12,0.93,0.6501630423913043
2011-12-01 20:00:00,10.8,15,7.08,6.01,1005.97,7.08,1.0,0.93,0.6509130434782608
2011-12-01 21:00:00,10.91,22,6.66,5.21,1005.48,6.66,1.31,0.9,0.5853043478260869
2011-12-01 22:00:00,10.99,15,6.57,5.48,1005.68,6.57,1.06,0.93,0.5429021760869566
2011-12-01 23:00:00,13.7,334,6.08,4.96,1005.77,5.29,1.41,0.92,0.4542826086956522
2011-12-02 00:00:00,12.59,281,6.61,4.73,1006.65,5.31,1.92,0.88,0.3730108706521739
2011-12-02 01:00:00,10.22,291,5.75,4.68,1007.38,4.48,1.77,0.93,0.3309456510869565
2011-12-02 02:00:00,10.11,276,5.05,4.11,1008.2,3.23,2.21,0.94,0.26258695652173913
2011-12-02 03:00:00,10.06,279,4.55,3.57,1008.95,3.04,1.82,0.93,0.2285869565217391
2011-12-02 04:00:00,10.96,270,3.99,2.92,1009.87,2.4,1.81,0.93,0.22119565217391304
2011-12-02 05:00:00,11.02,270,3.9,2.78,1011.03,1.89,2.19,0.92,0.25119565217391304
2011-12-02 06:00:00,9.38,251,2.71,2.08,1011.84,0.85,1.87,0.96,0.29968478152173916
2011-12-02 07:00:00,9.43,257,2.56,2.31,1012.51,0.46,2.06,0.98,0.38416304456521744
2011-12-02 08:00:00,10.85,248,2.82,2.21,1013.6,0.86,1.97,0.96,0.4862391304347826
2011-12-02 09:00:00,11.1,247,3.2,2.88,1014.49,1.21,2.06,0.98,0.46332655662692845
2011-12-02 10:00:00,12.47,243,4.58,3.59,1015.09,2.63,2.25,0.93,0.4694291915572436
2011-12-02 11:00:00,12.81,247,6.82,3.73,1015.37,4.74,2.93,0.81,0.4433367346938776
2011-12-02 12:00:00,12.84,241,7.36,3.84,1015.28,5.33,3.02,0.78,0.3862828292929293
2011-12-02 13:00:00,13.04,226,7.07,4.29,1015.17,4.93,3.08,0.82,0.4143722222323232
2011-12-02 14:00:00,13.04,224,7.22,4.26,1014.58,4.88,3.46,0.81,0.41063000000000005
2011-12-02 15:00:00,12.97,221,6.94,3.58,1014.38,4.46,3.62,0.79,0.46760999999999997
2011-12-02 16:00:00,13.02,216,6.36,3.24,1014.15,3.85,3.45,0.8,0.49767000100000003
2011-12-02 17:00:00,12.44,219,6.26,3.21,1013.9,3.53,3.78,0.81,0.581019999
2011-12-02 18:00:00,12.86,212,6.34,3.57,1013.4,3.48,4.05,0.82,0.6493199999999999
2011-12-02 19:00:00,12.26,214,6.33,4.04,1012.83,3.26,4.45,0.85,0.6716600020000001
2011-12-02 20:00:00,12.33,216,7.33,4.11,1012.06,4.22,5.07,0.8,0.6168199999999999
2011-12-02 21:00:00,12.78,222,7.78,3.86,1011.25,4.41,6.05,0.76,0.5947100000000001
2011-12-02 22:00:00,13.24,214,7.61,4.97,1010.21,4.04,6.5,0.83,0.50024
2011-12-02 23:00:00,13.53,211,8.07,6.09,1008.62,4.63,6.46,0.87,0.4372600000000001
2011-12-03 00:00:00,11.97,210,8.35,7.21,1007.05,4.71,7.34,0.93,0.3796214851485149
2011-12-03 01:00:00,10.93,220,9.38,8.23,1005.45,6.11,7.12,0.92,0.31620791980198026
2011-12-03 02:00:00,12.21,222,10.41,8.62,1003.92,10.41,7.27,0.89,0.3024158405940594
2011-12-03 03:00:00,12.41,228,10.97,8.84,1002.79,10.97,8.17,0.87,0.26681188217821783
2011-12-03 04:00:00,9.99,228,11.04,9.26,1001.69,11.04,7.44,0.89,0.22802970297029704
2011-12-03 05:00:00,10.32,230,11.41,9.83,1001.15,11.41,6.62,0.9,0.2392970297029703
2011-12-03 06:00:00,11.73,244,11.0,10.26,1001.07,11.0,6.37,0.95,0.27701980198019804
2011-12-03 07:00:00,11.93,253,10.96,9.73,1001.07,10.96,5.48,0.92,0.32160396039603956
2011-12-03 08:00:00,13.71,253,11.01,9.11,1001.55,11.01,6.32,0.88,0.37123762376237623
2011-12-03 09:00:00,13.07,262,11.0,8.84,1002.07,11.0,5.99,0.87,0.4254554445544554
2011-12-03 10:00:00,12.76,268,11.42,7.52,1002.76,11.42,6.1,0.77,0.43004238237490666
2011-12-03 11:00:00,13.07,274,11.41,6.39,1003.24,11.41,6.2,0.71,0.463125
2011-12-03 12:00:00,13.07,277,11.33,5.42,1003.22,11.33,6.6,0.67,0.627361111111111
2011-12-03 13:00:00,13.07,277,11.41,5.07,1003.29,11.41,7.05,0.65,0.5314537046296297
2011-12-03 14:00:00,13.07,277,11.28,3.39,1003.62,11.28,6.51,0.58,0.5634678899082568
2011-12-03 15:00:00,13.52,266,10.42,3.61,1004.19,10.42,6.08,0.63,0.5090818181818182
2011-12-03 16:00:00,13.52,260,10.09,3.29,1004.3,10.09,4.65,0.63,0.48725454454545447
2011-12-03 17:00:00,13.45,252,9.79,3.68,1004.64,7.75,4.0,0.66,0.6119363654545454
2011-12-03 18:00:00,13.02,253,9.06,4.31,1005.09,6.66,4.4,0.72,0.6303454554545455
2011-12-03 19:00:00,12.86,251,8.16,4.66,1004.96,5.65,4.19,0.79,0.7478727272727272
2011-12-03 20:00:00,13.95,239,8.27,4.34,1004.89,5.98,3.77,0.76,0.7027272727272728
2011-12-03 21:00:00,13.81,238,8.59,5.2,1004.73,6.36,3.82,0.79,0.6540090909090909
2011-12-03 22:00:00,13.94,234,8.12,5.24,1004.34,5.86,3.67,0.82,0.5582272736363636
2011-12-03 23:00:00,13.26,236,8.14,5.87,1004.19,5.8,3.83,0.86,0.46998181818181817
2011-12-04 00:00:00,13.07,243,8.6,6.33,1003.92,6.13,4.31,0.86,0.4091
2011-12-04 01:00:00,13.18,253,8.64,6.42,1003.7,6.24,4.2,0.86,0.36836363636363634
2011-12-04 02:00:00,13.45,252,8.63,6.4,1003.7,6.22,4.2,0.86,0.28634545454545457
2011-12-04 03:00:00,13.39,259,8.56,6.06,1003.61,5.76,5.04,0.84,0.2802181827272727
2011-12-04 04:00:00,13.9,252,8.03,4.23,1003.49,5.61,3.93,0.77,0.24078181818181818
2011-12-04 05:00:00,13.99,246,7.57,4.13,1003.53,4.9,4.24,0.79,0.24333636363636363
2011-12-04 06:00:00,13.31,242,7.53,4.56,1003.55,5.01,3.93,0.81,0.2653
2011-12-04 07:00:00,13.45,244,7.6,4.05,1003.15,4.93,4.26,0.78,0.3247818190909091
2011-12-04 08:00:00,12.63,241,7.87,4.04,1003.0,5.36,4.04,0.77,0.38930909181818185
2011-12-04 09:00:00,13.29,236,8.03,3.78,1002.94,5.38,4.41,0.75,0.5012363636363637
