,visibility,windBearing,temperature,dewPoint,pressure,apparentTemperature,windSpeed,humidity,summary,av_kWh/hh
2011-12-11 00:00:00,12.5,210,2.83,1.17,1015.67,1.11,1.78,0.89,8,0.49591542437810937
2011-12-11 01:00:00,12.65,204,2.48,0.81,1014.96,0.31,2.11,0.89,4,0.44331840796019917
2011-12-11 02:00:00,13.02,214,2.7,1.29,1014.42,0.11,2.57,0.9,4,0.3473532338308458
2011-12-11 03:00:00,13.05,211,3.47,1.41,1013.78,0.66,3.0,0.86,8,0.31540796069651755
2011-12-11 04:00:00,12.97,204,3.74,1.53,1012.94,1.29,2.64,0.85,8,0.27858208955223884
2011-12-11 05:00:00,12.68,201,4.23,2.48,1012.42,1.82,2.7,0.88,6,0.2976865666666669
2011-12-11 06:00:00,12.54,199,5.16,3.01,1011.74,3.03,2.57,0.86,6,0.3344278611940299
2011-12-11 07:00:00,12.5,198,4.98,3.13,1011.26,2.39,3.12,0.88,8,0.3350796029850746
2011-12-11 08:00:00,12.01,190,5.79,3.73,1010.85,3.13,3.48,0.87,6,0.4188557208955224
2011-12-11 09:00:00,12.57,194,6.43,4.85,1010.44,3.72,3.79,0.9,8,0.5512388064676617
2011-12-11 10:00:00,12.54,195,7.05,5.44,1009.82,4.1,4.55,0.9,8,0.57693532238806
2011-12-11 11:00:00,12.73,197,7.97,6.02,1009.13,4.95,5.23,0.88,6,0.5961840810945274
2011-12-11 12:00:00,11.7,197,8.06,6.04,1007.99,4.78,6.02,0.87,6,0.733179104477612
2011-12-11 13:00:00,13.16,194,8.56,5.92,1006.74,5.44,5.9,0.83,6,0.7346417940298505
2011-12-11 14:00:00,12.17,196,8.59,5.02,1005.74,5.36,6.27,0.78,6,0.7020447791044777
2011-12-11 15:00:00,12.04,189,8.49,4.76,1004.93,5.28,6.12,0.77,6,0.7311194054726373
2011-12-11 16:00:00,11.27,190,8.04,5.53,1004.05,4.82,5.82,0.84,6,0.6988407935323385
2011-12-11 17:00:00,10.99,186,7.92,6.07,1003.19,4.6,6.02,0.88,6,0.7738656686567162
2011-12-11 18:00:00,9.95,183,8.11,6.13,1002.05,4.93,5.74,0.87,6,0.826199005472637
2011-12-11 19:00:00,8.96,185,8.46,6.68,1001.3,5.62,5.11,0.89,6,0.82079602039801
2011-12-11 20:00:00,9.56,190,8.09,7.38,1000.71,5.72,3.88,0.95,6,0.7606666666666664
2011-12-11 21:00:00,12.04,214,7.23,6.56,1000.3,5.32,2.8,0.95,8,0.7122537313432836
2011-12-11 22:00:00,13.24,234,7.1,6.42,1000.21,4.91,3.19,0.95,8,0.6624875621890547
2011-12-11 23:00:00,13.18,257,7.09,6.31,1000.37,4.61,3.67,0.95,8,0.5086169154228855
2011-12-27 00:00:00,14.13,240,10.21,5.41,1033.79,10.21,5.68,0.72,6,0.44820370343915367
2011-12-27 01:00:00,13.6,242,10.21,5.39,1033.52,10.21,5.06,0.72,7,0.3833174595238095
2011-12-27 02:00:00,13.76,240,10.33,5.44,1033.17,10.33,4.85,0.72,7,0.29921693068783045
2011-12-27 03:00:00,14.13,248,10.24,5.33,1033.62,10.24,5.3,0.72,7,0.27133068809523814
2011-12-27 04:00:00,13.6,253,10.22,5.38,1033.88,10.22,4.88,0.72,7,0.2435449738095238
2011-12-27 05:00:00,13.6,253,10.22,5.4,1033.87,10.22,4.68,0.72,7,0.2447275132275132
2011-12-27 06:00:00,13.6,243,10.22,5.42,1033.97,10.22,4.51,0.72,7,0.27557142857142847
2011-12-27 07:00:00,13.5,241,9.81,5.51,1034.17,8.04,3.44,0.75,7,0.3184153436507937
2011-12-27 08:00:00,13.28,243,9.79,5.51,1034.37,8.27,3.0,0.75,6,0.34565079365079354
2011-12-27 09:00:00,13.07,237,10.15,5.48,1034.93,10.15,2.88,0.73,6,0.4153492055555551
2011-12-27 10:00:00,13.07,232,10.26,5.51,1035.08,10.26,2.8,0.72,6,0.4737566140211641
2011-12-27 11:00:00,13.07,237,10.23,5.53,1034.93,10.23,3.13,0.73,6,0.5227010582010585
2011-12-27 12:00:00,13.07,228,10.33,5.12,1034.25,10.33,2.99,0.7,6,0.5357063492063494
2011-12-27 13:00:00,13.07,234,10.33,5.46,1033.73,10.33,2.99,0.72,6,0.554486772751323
2011-12-27 14:00:00,13.52,224,10.33,5.47,1033.13,10.33,2.76,0.72,6,0.5765396820105818
2011-12-27 15:00:00,13.07,210,10.26,5.49,1032.74,10.26,2.87,0.72,6,0.5370978841269843
2011-12-27 16:00:00,13.07,208,10.13,5.89,1032.26,10.13,3.17,0.75,6,0.5690555550264551
2011-12-27 17:00:00,13.52,204,10.06,5.22,1031.9,10.06,3.25,0.72,6,0.6562804230158734
2011-12-27 18:00:00,13.07,198,9.61,5.94,1031.53,7.7,3.64,0.78,6,0.6664153436507938
2011-12-27 19:00:00,13.07,193,9.49,5.54,1031.14,7.31,4.15,0.76,6,0.7154470915343915
2011-12-27 20:00:00,14.0,194,9.07,5.08,1030.46,6.81,4.1,0.76,6,0.6749761915343915
2011-12-27 21:00:00,13.5,189,8.54,5.37,1029.46,6.22,3.98,0.8,6,0.6357328042328048
2011-12-27 22:00:00,13.2,190,8.07,5.49,1028.61,5.59,4.09,0.84,6,0.5904365089947093
2011-12-27 23:00:00,12.83,188,8.03,5.87,1027.66,5.7,3.77,0.86,6,0.5030846550264552
2011-12-02 00:00:00,12.59,281,6.61,4.73,1006.65,5.31,1.92,0.88,8,0.343170001
2011-12-02 01:00:00,10.22,291,5.75,4.68,1007.38,4.48,1.77,0.93,4,0.30446999899999994
2011-12-02 02:00:00,10.11,276,5.05,4.11,1008.2,3.23,2.21,0.94,4,0.24157999999999993
2011-12-02 03:00:00,10.06,279,4.55,3.57,1008.95,3.04,1.82,0.93,4,0.21030000000000007
2011-12-02 04:00:00,10.96,270,3.99,2.92,1009.87,2.4,1.81,0.93,4,0.20349999999999993
2011-12-02 05:00:00,11.02,270,3.9,2.78,1011.03,1.89,2.19,0.92,4,0.23110000000000003
2011-12-02 06:00:00,9.38,251,2.71,2.08,1011.84,0.85,1.87,0.96,4,0.2757099990000001
2011-12-02 07:00:00,9.43,257,2.56,2.31,1012.51,0.46,2.06,0.98,4,0.353430001
2011-12-02 08:00:00,10.85,248,2.82,2.21,1013.6,0.86,1.97,0.96,4,0.44734000000000007
2011-12-02 09:00:00,11.1,247,3.2,2.88,1014.49,1.21,2.06,0.98,4,0.428450002
2011-12-02 10:00:00,12.47,243,4.58,3.59,1015.09,2.63,2.25,0.93,8,0.45067999999999986
2011-12-02 11:00:00,12.81,247,6.82,3.73,1015.37,4.74,2.93,0.81,8,0.43446999999999997
2011-12-02 12:00:00,12.84,241,7.36,3.84,1015.28,5.33,3.02,0.78,6,0.3824200010000001
2011-12-02 13:00:00,13.04,226,7.07,4.29,1015.17,4.93,3.08,0.82,8,0.41235000000000005
2011-12-02 14:00:00,13.04,224,7.22,4.26,1014.58,4.88,3.46,0.81,8,0.41063000000000005
2011-12-02 15:00:00,12.97,221,6.94,3.58,1014.38,4.46,3.62,0.79,8,0.46760999999999997
2011-12-02 16:00:00,13.02,216,6.36,3.24,1014.15,3.85,3.45,0.8,8,0.49767000100000003
2011-12-02 17:00:00,12.44,219,6.26,3.21,1013.9,3.53,3.78,0.81,8,0.5810199990000001
2011-12-02 18:00:00,12.86,212,6.34,3.57,1013.4,3.48,4.05,0.82,8,0.6493200000000001
2011-12-02 19:00:00,12.26,214,6.33,4.04,1012.83,3.26,4.45,0.85,6,0.6716600020000003
2011-12-02 20:00:00,12.33,216,7.33,4.11,1012.06,4.22,5.07,0.8,6,0.6168200000000001
2011-12-02 21:00:00,12.78,222,7.78,3.86,1011.25,4.41,6.05,0.76,8,0.5947100000000002
2011-12-02 22:00:00,13.24,214,7.61,4.97,1010.21,4.04,6.5,0.83,8,0.50024
2011-12-02 23:00:00,13.53,211,8.07,6.09,1008.62,4.63,6.46,0.87,8,0.43726000000000004
2011-12-24 00:00:00,13.79,291,5.23,1.48,1022.65,0.97,6.56,0.77,8,0.4875714296296297
2011-12-24 01:00:00,13.21,288,5.09,1.41,1023.64,0.88,6.33,0.77,8,0.4338174595238097
2011-12-24 02:00:00,13.44,284,4.66,0.94,1025.02,0.37,6.24,0.77,4,0.33888888862433864
2011-12-24 03:00:00,13.87,289,4.59,0.51,1026.26,0.58,5.51,0.75,4,0.314074074074074
2011-12-24 04:00:00,13.81,289,4.22,0.5,1027.0,0.56,4.6,0.77,4,0.2721084653439154
2011-12-24 05:00:00,13.15,285,3.73,0.48,1027.89,-0.14,4.78,0.79,4,0.2787169309523811
2011-12-24 06:00:00,12.79,272,3.64,0.5,1028.78,0.14,4.08,0.8,4,0.2902962962962962
2011-12-24 07:00:00,12.79,258,3.17,0.54,1029.6,-0.51,4.19,0.83,8,0.3782222219576722
2011-12-24 08:00:00,13.16,249,3.52,0.9,1030.27,0.11,3.89,0.83,6,0.4190423280423281
2011-12-24 09:00:00,12.26,251,3.71,1.46,1030.95,0.31,3.95,0.85,6,0.5174735452380957
2011-12-24 10:00:00,12.39,253,4.54,2.12,1031.15,1.19,4.18,0.84,8,0.5711349214285715
2011-12-24 11:00:00,12.26,254,6.06,2.67,1031.16,2.93,4.42,0.79,7,0.60961110952381
2011-12-24 12:00:00,12.26,244,6.7,3.54,1030.81,3.75,4.38,0.8,6,0.6347328042328043
2011-12-24 13:00:00,12.52,240,7.16,3.53,1030.03,4.16,4.74,0.78,8,0.6352275134920639
2011-12-24 14:00:00,12.52,235,7.59,3.18,1029.49,4.65,4.83,0.74,8,0.6203650804232806
2011-12-24 15:00:00,13.23,227,7.93,3.68,1028.82,5.02,4.97,0.74,4,0.631089947883598
2011-12-24 16:00:00,12.89,230,7.51,3.73,1028.43,4.54,4.83,0.77,8,0.7108756605820109
2011-12-24 17:00:00,13.34,231,7.11,4.29,1028.14,4.12,4.68,0.82,8,0.7339788351851855
2011-12-24 18:00:00,13.44,226,7.09,4.32,1028.17,4.2,4.47,0.82,4,0.816037037566138
2011-12-24 19:00:00,13.58,225,7.45,4.79,1027.79,4.38,5.05,0.83,8,0.8103068783068781
2011-12-24 20:00:00,14.0,232,7.54,4.98,1027.86,4.37,5.36,0.84,8,0.7290158727513224
2011-12-24 21:00:00,13.47,230,8.09,5.4,1027.68,5.11,5.23,0.83,8,0.6484629619047619
2011-12-24 22:00:00,14.03,228,8.19,5.6,1027.38,5.14,5.49,0.84,8,0.6095317460317461
2011-12-24 23:00:00,13.87,229,8.22,6.4,1027.12,5.32,5.11,0.88,7,0.5411825399470901
2011-12-15 00:00:00,13.2,206,4.08,1.44,996.19,1.07,3.46,0.83,4,0.4541230166666664
2011-12-15 01:00:00,13.23,192,4.11,1.51,995.75,1.16,3.38,0.83,4,0.37665873015873014
2011-12-15 02:00:00,13.34,199,4.52,2.46,994.86,1.23,4.06,0.86,4,0.3066031750000001
2011-12-15 03:00:00,13.29,191,4.82,2.56,994.05,1.51,4.22,0.85,4,0.27051190595238106
2011-12-15 04:00:00,13.34,195,5.77,2.98,993.21,2.2,5.22,0.82,4,0.23728571428571432
2011-12-15 05:00:00,12.94,221,6.79,3.07,992.55,2.86,6.88,0.77,8,0.24536111190476198
2011-12-15 06:00:00,13.6,241,6.52,2.74,992.53,2.05,8.34,0.77,3,0.31786507857142876
2011-12-15 07:00:00,12.76,253,6.43,2.94,993.64,1.63,9.43,0.78,3,0.4223849210317459
2011-12-15 08:00:00,12.87,257,6.25,1.96,995.07,1.52,8.94,0.74,3,0.5397896833333333
2011-12-15 09:00:00,13.07,254,5.96,1.51,996.76,1.36,8.23,0.73,8,0.49365079484126984
2011-12-15 10:00:00,12.83,255,6.49,1.51,998.16,2.04,8.21,0.7,8,0.46950793650793654
2011-12-15 11:00:00,13.07,255,7.39,2.17,999.15,3.52,7.22,0.69,8,0.4751944424603175
2011-12-15 12:00:00,13.52,253,7.52,2.74,999.49,3.59,7.51,0.72,8,0.4659642861111111
2011-12-15 13:00:00,13.52,253,7.92,3.17,999.94,4.09,7.59,0.72,8,0.5102976190476189
2011-12-15 14:00:00,13.07,254,7.97,3.16,1000.5,4.25,7.26,0.72,8,0.48856349246031733
2011-12-15 15:00:00,13.07,250,7.52,3.06,1000.77,3.84,6.72,0.73,8,0.514674602380952
2011-12-15 16:00:00,13.47,245,6.51,2.99,1001.04,2.91,5.74,0.78,8,0.6155714285714285
2011-12-15 17:00:00,13.08,238,6.27,1.98,1000.92,3.11,4.6,0.74,8,0.7499880980158732
2011-12-15 18:00:00,12.39,224,5.71,2.12,1000.51,3.05,3.46,0.78,8,0.7843888884920639
2011-12-15 19:00:00,12.26,206,5.77,2.52,999.38,3.46,2.95,0.8,6,0.8093928575396826
2011-12-15 20:00:00,12.44,185,5.88,2.52,997.85,3.66,2.87,0.79,8,0.7527539686507936
2011-12-15 21:00:00,11.7,159,6.25,1.91,995.93,4.38,2.51,0.74,6,0.7291865067460318
2011-12-15 22:00:00,10.88,132,5.92,1.64,993.31,3.45,3.24,0.74,6,0.6529444444444445
2011-12-15 23:00:00,9.9,102,4.72,3.16,990.34,1.36,4.29,0.9,6,0.5221984130952377
2011-12-12 00:00:00,12.89,262,6.56,5.84,1000.52,3.79,3.98,0.95,8,0.37583796388888874
2011-12-12 01:00:00,13.1,265,6.52,5.34,1001.16,3.22,5.04,0.92,8,0.327435186111111
2011-12-12 02:00:00,13.36,275,6.26,4.7,1001.6,2.97,4.87,0.9,8,0.26620833379629627
2011-12-12 03:00:00,12.87,269,4.91,3.94,1002.33,1.22,5.01,0.93,4,0.2604351851851852
2011-12-12 04:00:00,13.15,262,4.27,2.99,1002.66,0.94,4.04,0.91,4,0.22487499999999994
2011-12-12 05:00:00,13.2,248,3.7,2.49,1003.25,0.43,3.73,0.92,4,0.2434675925925925
2011-12-12 06:00:00,12.94,238,3.18,1.92,1003.96,-0.07,3.52,0.91,4,0.3072268518518519
2011-12-12 07:00:00,12.39,229,3.09,1.56,1004.5,-0.42,3.89,0.9,8,0.4414212949074073
2011-12-12 08:00:00,12.33,239,3.18,1.92,1005.15,-0.64,4.43,0.91,8,0.5365694435185184
2011-12-12 09:00:00,12.59,243,3.83,2.08,1006.03,-0.11,4.98,0.88,8,0.46621296296296294
2011-12-12 10:00:00,12.26,247,5.12,3.06,1006.87,1.42,5.14,0.87,8,0.45433796435185186
2011-12-12 11:00:00,12.33,241,6.91,3.13,1007.27,3.52,5.48,0.77,8,0.45503703657407407
2011-12-12 12:00:00,12.52,239,7.93,3.64,1006.98,4.68,5.85,0.74,8,0.43181944398148137
2011-12-12 13:00:00,12.55,230,8.19,3.64,1006.74,5.03,5.8,0.73,8,0.4574074083333332
2011-12-12 14:00:00,13.39,222,8.23,3.21,1006.01,5.16,5.55,0.71,8,0.4493564810185186
2011-12-12 15:00:00,12.59,220,8.03,2.74,1006.01,5.12,5.02,0.69,8,0.5117499986111113
2011-12-12 16:00:00,12.71,205,7.83,3.26,1005.4,5.18,4.3,0.73,8,0.6253981481481478
2011-12-12 17:00:00,12.57,191,7.47,3.76,1004.06,4.69,4.42,0.77,8,0.7122870374999998
2011-12-12 18:00:00,12.57,191,8.06,4.59,1002.19,4.81,5.92,0.79,8,0.8042453708333328
2011-12-12 19:00:00,12.28,189,8.53,6.34,1000.24,4.94,7.37,0.86,6,0.8186805560185183
2011-12-12 20:00:00,10.17,193,8.96,6.16,998.28,5.01,9.24,0.83,1,0.8095601837962958
2011-12-12 21:00:00,9.04,187,8.62,6.62,995.53,4.44,9.76,0.87,1,0.7275231490740747
2011-12-12 22:00:00,7.53,192,9.07,7.17,992.67,4.91,10.33,0.88,1,0.6513425912037035
2011-12-12 23:00:00,7.79,196,9.82,8.19,989.92,5.94,10.15,0.9,1,0.5037824074074073
2011-12-04 00:00:00,13.07,243,8.6,6.33,1003.92,6.13,4.31,0.86,6,0.4090999999999999
2011-12-04 01:00:00,13.18,253,8.64,6.42,1003.7,6.24,4.2,0.86,6,0.36836363636363617
2011-12-04 02:00:00,13.45,252,8.63,6.4,1003.7,6.22,4.2,0.86,6,0.2863454545454545
2011-12-04 03:00:00,13.39,259,8.56,6.06,1003.61,5.76,5.04,0.84,8,0.2802181827272727
2011-12-04 04:00:00,13.9,252,8.03,4.23,1003.49,5.61,3.93,0.77,4,0.2407818181818181
2011-12-04 05:00:00,13.99,246,7.57,4.13,1003.53,4.9,4.24,0.79,4,0.24333636363636366
2011-12-04 06:00:00,13.31,242,7.53,4.56,1003.55,5.01,3.93,0.81,4,0.2653
2011-12-04 07:00:00,13.45,244,7.6,4.05,1003.15,4.93,4.26,0.78,4,0.32478181909090903
2011-12-04 08:00:00,12.63,241,7.87,4.04,1003.0,5.36,4.04,0.77,8,0.38930909181818174
2011-12-04 09:00:00,13.29,236,8.03,3.78,1002.94,5.38,4.41,0.75,8,0.5012363636363635
2011-12-04 10:00:00,13.1,236,8.11,4.21,1002.51,5.44,4.47,0.76,8,0.5268909081818183
2011-12-04 11:00:00,13.33,239,8.56,4.74,1001.95,5.77,5.04,0.77,8,0.4864272727272728
2011-12-04 12:00:00,13.15,236,9.04,4.99,1001.16,6.34,5.14,0.76,8,0.6078454536363637
2011-12-04 13:00:00,13.52,243,9.11,5.83,1000.26,6.46,5.04,0.8,8,0.6279454536363636
2011-12-04 14:00:00,13.47,241,9.08,6.01,999.41,6.66,4.45,0.81,8,0.5663090881818182
2011-12-04 15:00:00,13.28,243,8.34,6.72,998.53,5.83,4.29,0.9,8,0.6217272736363636
2011-12-04 16:00:00,12.09,250,8.18,6.27,997.7,5.79,3.94,0.88,8,0.7037545445454546
2011-12-04 17:00:00,13.0,252,8.08,5.74,997.17,5.52,4.26,0.85,8,0.7697727272727273
2011-12-04 18:00:00,12.86,266,7.97,5.64,997.2,5.33,4.36,0.85,8,0.8297181809090908
2011-12-04 19:00:00,13.52,290,7.53,5.11,997.72,4.53,4.94,0.85,8,0.759163636363636
2011-12-04 20:00:00,13.94,290,5.49,3.6,998.41,2.13,4.63,0.88,8,0.7077909118181817
2011-12-04 21:00:00,13.87,287,5.32,3.09,999.34,1.76,4.95,0.86,8,0.6158545463636363
2011-12-04 22:00:00,13.73,280,5.11,2.46,1000.45,1.29,5.42,0.83,4,0.5647454563636363
2011-12-04 23:00:00,13.99,268,4.69,2.49,1001.32,1.03,4.85,0.86,4,0.466409090909091
2011-12-16 00:00:00,10.35,86,4.68,3.69,986.94,0.99,4.88,0.93,6,0.4389122137404579
2011-12-16 01:00:00,9.66,73,4.66,4.03,983.3,0.71,5.44,0.96,6,0.3775229007633589
2011-12-16 02:00:00,9.82,57,4.62,3.91,981.06,0.64,5.47,0.95,6,0.3051564881679391
2011-12-16 03:00:00,11.12,32,4.11,3.01,980.04,0.23,4.97,0.93,6,0.2915916041984734
2011-12-16 04:00:00,11.76,20,3.52,2.52,979.78,-0.74,5.46,0.93,6,0.2660229003816794
2011-12-16 05:00:00,10.03,7,3.08,2.02,979.76,-1.26,5.39,0.93,6,0.2770877858778626
2011-12-16 06:00:00,8.42,347,2.92,1.84,980.84,-1.14,4.77,0.93,6,0.3401717561068702
2011-12-16 07:00:00,7.26,335,1.92,1.32,981.36,-2.48,4.94,0.96,6,0.45746564961832065
2011-12-16 08:00:00,5.92,321,1.8,0.87,982.67,-2.58,4.84,0.93,6,0.6050190835877863
2011-12-16 09:00:00,4.84,311,2.17,1.12,983.9,-2.51,5.59,0.93,6,0.5448702290076335
2011-12-16 10:00:00,6.89,304,2.14,1.17,985.28,-2.65,5.83,0.93,6,0.5727099221374045
2011-12-16 11:00:00,11.2,293,2.44,1.31,986.28,-2.42,6.15,0.92,6,0.5571679385496182
2011-12-16 12:00:00,12.68,292,3.12,1.42,986.76,-1.61,6.25,0.89,8,0.528904578625954
2011-12-16 13:00:00,13.07,284,3.94,1.03,987.72,-0.76,6.75,0.81,8,0.5484045801526716
2011-12-16 14:00:00,13.07,284,4.12,0.79,988.86,-0.51,6.72,0.79,8,0.5700343503816795
2011-12-16 15:00:00,13.52,284,4.53,0.36,990.28,0.23,6.16,0.74,8,0.5623664125954198
2011-12-16 16:00:00,13.07,277,3.72,0.36,991.58,-0.75,6.04,0.79,8,0.6510763351145038
2011-12-16 17:00:00,12.89,275,4.16,0.62,992.9,-0.24,6.15,0.78,6,0.7702519103053433
2011-12-16 18:00:00,12.94,276,4.12,1.33,994.22,-0.27,6.11,0.82,6,0.9066793885496185
2011-12-16 19:00:00,13.52,283,3.73,1.92,995.37,-0.46,5.44,0.88,6,0.8762366393129771
2011-12-16 20:00:00,12.46,301,3.92,1.17,996.72,0.08,4.81,0.82,8,0.7760114484732824
2011-12-16 21:00:00,13.04,309,3.56,1.01,998.18,-0.12,4.36,0.83,6,0.751141219465649
2011-12-16 22:00:00,13.16,315,3.46,0.66,999.51,-0.03,3.99,0.82,6,0.734889311068702
2011-12-16 23:00:00,12.31,313,3.07,0.92,1001.01,-0.61,4.14,0.86,6,0.6228091595419848
2011-12-26 00:00:00,14.31,238,11.99,9.71,1031.56,11.99,5.34,0.86,7,0.46781216957671956
2011-12-26 01:00:00,13.76,244,12.01,9.73,1031.53,12.01,5.82,0.86,7,0.4210026441798942
2011-12-26 02:00:00,13.24,246,12.06,9.77,1031.88,12.06,5.91,0.86,7,0.3175476179894178
2011-12-26 03:00:00,12.54,247,12.02,9.91,1031.97,12.02,5.81,0.87,7,0.27996560925925934
2011-12-26 04:00:00,13.16,242,12.01,10.39,1032.13,12.01,5.58,0.9,6,0.24536243386243412
2011-12-26 05:00:00,12.02,244,12.01,10.36,1032.23,12.01,5.25,0.9,6,0.2289206346560847
2011-12-26 06:00:00,13.26,238,11.99,9.86,1032.62,11.99,5.06,0.87,6,0.25589682539682534
2011-12-26 07:00:00,12.46,235,11.96,9.88,1032.95,11.96,4.74,0.87,6,0.29696296349206347
2011-12-26 08:00:00,12.57,231,11.58,9.96,1032.94,11.58,4.52,0.9,6,0.32097354497354474
2011-12-26 09:00:00,11.52,233,11.6,10.34,1033.44,11.6,4.83,0.92,6,0.3904206346560848
2011-12-26 10:00:00,11.97,233,12.1,10.41,1033.72,12.1,4.8,0.89,6,0.4713465611111111
2011-12-26 11:00:00,12.13,233,12.51,10.37,1033.9,12.51,5.06,0.87,6,0.507574073809524
2011-12-26 12:00:00,12.99,234,12.54,10.34,1033.61,12.54,5.03,0.86,6,0.4933544976190478
2011-12-26 13:00:00,13.08,232,12.91,10.23,1033.23,12.91,5.54,0.84,6,0.5226481484126987
2011-12-26 14:00:00,14.0,234,12.44,9.73,1033.21,12.44,5.78,0.84,6,0.5122142851851853
2011-12-26 15:00:00,14.0,238,12.02,9.26,1033.47,12.02,5.81,0.83,6,0.5235767195767195
2011-12-26 16:00:00,13.5,237,11.9,8.62,1033.58,11.9,4.87,0.8,6,0.5957936521164022
2011-12-26 17:00:00,13.81,232,10.98,8.19,1033.69,10.98,5.08,0.83,6,0.6073253970899474
2011-12-26 18:00:00,14.0,223,10.42,6.86,1033.96,10.42,5.76,0.79,6,0.651801587566138
2011-12-26 19:00:00,13.5,227,10.27,6.87,1034.05,10.27,6.03,0.79,6,0.6313068783068787
2011-12-26 20:00:00,14.0,233,10.19,5.51,1034.08,10.19,6.35,0.73,6,0.6356322756613758
2011-12-26 21:00:00,14.0,235,9.82,5.54,1033.87,6.91,6.33,0.75,6,0.6063544978835983
2011-12-26 22:00:00,14.0,237,9.82,5.84,1033.84,7.02,5.98,0.76,6,0.5623439158730158
2011-12-26 23:00:00,13.6,240,10.19,5.39,1033.85,10.19,6.04,0.72,6,0.48639947116402105
2011-11-28 00:00:00,12.87,239,3.41,1.63,1028.59,3.41,1.17,0.88,4,0.2706181818181818
2011-11-28 01:00:00,11.67,215,2.46,1.52,1028.23,2.46,0.78,0.93,4,0.2740363636363636
2011-11-28 02:00:00,12.02,204,2.23,0.94,1028.07,2.23,0.64,0.91,4,0.2715818181818182
2011-11-28 03:00:00,12.36,203,1.63,0.87,1027.98,1.63,0.91,0.95,4,0.23236363272727276
2011-11-28 04:00:00,12.02,196,1.32,0.88,1027.59,1.32,1.11,0.97,4,0.1682000018181818
2011-11-28 05:00:00,11.86,177,1.31,0.54,1027.03,1.31,1.0,0.95,8,0.1567272727272727
2011-11-28 06:00:00,11.59,156,1.82,1.07,1026.42,1.82,0.8,0.95,6,0.19069090909090916
2011-11-28 07:00:00,11.93,167,1.83,1.47,1025.94,1.83,1.02,0.97,6,0.2946909109090909
2011-11-28 08:00:00,12.04,124,2.84,1.96,1025.62,2.84,0.41,0.94,6,0.2724
2011-11-28 09:00:00,12.33,137,4.43,3.5,1025.52,4.43,0.44,0.94,6,0.2816545454545455
2011-11-28 10:00:00,12.47,161,6.13,3.16,1025.2,6.13,0.46,0.81,6,0.2879454563636364
2011-11-28 11:00:00,12.12,165,7.31,3.63,1024.53,6.44,1.62,0.77,6,0.34205454545454544
2011-11-28 12:00:00,12.28,184,8.14,4.06,1023.4,6.54,2.62,0.75,6,0.3246363636363637
2011-11-28 13:00:00,12.71,190,9.62,4.78,1022.32,8.04,3.03,0.72,6,0.35976363636363634
2011-11-28 14:00:00,12.89,193,9.96,4.47,1021.38,8.04,3.81,0.69,6,0.34412727272727284
2011-11-28 15:00:00,13.04,196,9.67,4.71,1020.17,7.72,3.73,0.71,6,0.40194545454545455
2011-11-28 16:00:00,12.83,191,9.61,4.88,1019.61,7.71,3.63,0.72,8,0.4335636345454546
2011-11-28 17:00:00,13.0,185,9.06,4.97,1018.93,7.28,3.17,0.76,8,0.522909090909091
2011-11-28 18:00:00,13.07,175,9.3,6.14,1018.07,7.3,3.68,0.81,8,0.6282363654545454
2011-11-28 19:00:00,12.42,184,10.27,7.77,1017.58,10.27,4.35,0.84,6,0.70581818
2011-11-28 20:00:00,8.74,186,11.34,9.38,1017.12,11.34,4.55,0.88,6,0.7102545436363636
2011-11-28 21:00:00,8.84,191,11.89,10.56,1016.52,11.89,5.06,0.92,6,0.6204727236363634
2011-11-28 22:00:00,8.8,202,12.51,11.11,1015.95,12.51,5.03,0.91,6,0.554000001818182
2011-11-28 23:00:00,10.33,209,12.58,11.47,1015.43,12.58,5.26,0.93,6,0.45469090909090915
2011-12-09 00:00:00,13.15,267,7.27,1.55,1006.59,3.31,7.39,0.67,4,0.4130380445652173
2011-12-09 01:00:00,13.33,261,6.43,1.67,1007.12,2.46,6.69,0.72,4,0.3493913027173912
2011-12-09 02:00:00,13.86,257,6.29,0.45,1007.85,2.18,6.96,0.66,4,0.29967391358695666
2011-12-09 03:00:00,13.26,258,5.76,-0.16,1008.14,1.31,7.56,0.66,0,0.2718804347826088
2011-12-09 04:00:00,13.81,255,5.24,-0.66,1008.61,1.01,6.5,0.66,4,0.2453478266304348
2011-12-09 05:00:00,11.73,259,4.19,-1.6,1009.0,-0.37,6.56,0.66,4,0.25805434836956526
2011-12-09 06:00:00,13.52,249,4.64,-0.72,1009.67,0.57,5.7,0.68,4,0.30529347880434765
2011-12-09 07:00:00,12.84,248,4.49,-0.82,1010.13,0.32,5.82,0.68,4,0.46493478206521743
2011-12-09 08:00:00,12.26,244,3.76,-0.68,1010.49,-0.14,4.86,0.73,8,0.5116630434782607
2011-12-09 09:00:00,12.33,240,4.28,-0.15,1010.97,0.54,4.81,0.73,4,0.44979347826086963
2011-12-09 10:00:00,12.26,247,5.48,0.35,1011.37,1.56,5.85,0.7,4,0.46387500000000004
2011-12-09 11:00:00,12.33,254,6.93,0.76,1011.64,3.2,6.38,0.65,4,0.4810978277173912
2011-12-09 12:00:00,12.39,255,7.56,0.43,1011.21,3.86,6.83,0.61,8,0.485478260326087
2011-12-09 13:00:00,12.52,257,7.68,0.77,1010.83,3.99,6.88,0.62,8,0.45033152173913055
