,visibility,windBearing,temperature,dewPoint,pressure,apparentTemperature,windSpeed,humidity,summary,av_kWh/hh
2012-02-22 10:00:00,13.07,217,8.58,4.73,1025.71,5.05,7.23,0.77,6,0.4776884610256411
2012-02-22 11:00:00,13.52,219,9.27,4.34,1025.16,5.63,8.32,0.71,8,0.45862948756410216
2012-02-22 12:00:00,12.96,222,9.68,4.28,1024.47,6.14,8.46,0.69,8,0.45865384628205136
2012-02-22 13:00:00,11.59,221,9.42,4.96,1023.51,5.85,8.28,0.74,8,0.4950474355128206
2012-02-22 14:00:00,11.27,223,8.08,5.87,1022.66,4.13,8.16,0.86,8,0.5249282055128199
2012-02-22 15:00:00,11.56,219,8.57,6.08,1021.74,4.79,8.09,0.84,6,0.4952987182051282
2012-02-22 16:00:00,10.28,224,8.54,6.52,1020.9,4.71,8.25,0.87,6,0.5404653842307692
2012-02-22 17:00:00,10.43,222,8.54,7.03,1020.39,4.68,8.32,0.9,6,0.6386743593589743
2012-02-22 18:00:00,11.1,225,9.01,7.45,1020.19,5.34,8.18,0.9,6,0.7494320532051275
2012-02-22 19:00:00,10.36,228,9.13,7.63,1020.01,5.48,8.22,0.9,6,0.8071602566666666
2012-02-22 20:00:00,10.53,230,9.27,8.09,1019.53,5.81,7.71,0.92,6,0.8125666666666667
2012-02-22 21:00:00,11.81,234,9.82,8.19,1019.25,6.72,6.96,0.9,6,0.7613833325641017
2012-02-22 22:00:00,12.44,238,9.89,8.83,1019.13,7.0,6.33,0.93,6,0.6638230770512822
2012-02-22 23:00:00,10.43,239,10.47,9.28,1018.93,10.47,5.99,0.92,6,0.5019807694871795
2012-02-21 00:00:00,13.81,229,5.72,2.92,1030.0,2.79,3.93,0.82,8,0.5592379081045754
2012-02-21 01:00:00,13.37,233,5.74,2.97,1029.56,2.74,4.07,0.82,8,0.5860039205228753
2012-02-21 02:00:00,13.37,234,5.94,3.02,1029.12,2.78,4.46,0.81,6,0.4629346414379081
2012-02-21 03:00:00,13.37,238,6.01,3.03,1028.7,3.01,4.18,0.81,6,0.39392026130719004
2012-02-21 04:00:00,13.31,238,6.31,2.99,1028.34,3.5,3.94,0.79,8,0.35279215712418316
2012-02-21 05:00:00,13.87,236,6.17,3.06,1028.41,3.45,3.74,0.8,6,0.36253856209150337
2012-02-21 06:00:00,13.81,232,6.21,3.52,1028.37,3.44,3.83,0.83,6,0.4122705895424834
2012-02-21 07:00:00,12.96,231,6.22,3.57,1028.41,3.36,4.01,0.83,6,0.5281620913725488
2012-02-21 08:00:00,12.91,233,6.87,4.19,1028.88,4.11,4.09,0.83,6,0.5560849669281045
2012-02-21 09:00:00,13.02,237,7.71,4.82,1029.01,4.73,4.99,0.82,8,0.4982928105882355
2012-02-21 10:00:00,13.07,242,9.21,5.32,1029.16,6.53,5.18,0.77,8,0.45050326836601323
2012-02-21 11:00:00,13.02,241,10.32,4.83,1029.24,10.32,6.27,0.69,8,0.4335320264052288
2012-02-21 12:00:00,13.47,249,11.17,4.71,1029.0,11.17,6.36,0.64,8,0.4225816993464053
2012-02-21 13:00:00,13.52,245,11.44,4.17,1028.43,11.44,6.34,0.61,8,0.43985490156862717
2012-02-21 14:00:00,13.07,244,11.5,3.76,1028.04,11.5,6.3,0.59,8,0.44594509803921567
2012-02-21 15:00:00,13.52,242,11.65,4.19,1028.06,11.65,5.95,0.6,6,0.4364117648366008
2012-02-21 16:00:00,13.07,240,10.81,4.26,1028.07,10.81,5.49,0.64,6,0.49610326836601315
2012-02-21 17:00:00,13.13,240,10.29,5.23,1028.29,10.29,5.49,0.71,6,0.5991647065359478
2012-02-21 18:00:00,12.89,234,9.97,5.39,1028.78,7.62,4.81,0.73,6,0.7246013069281045
2012-02-21 19:00:00,13.52,230,9.54,5.47,1029.17,7.17,4.61,0.76,6,0.7837843138562098
2012-02-21 20:00:00,13.52,228,9.02,5.56,1029.08,6.48,4.72,0.79,6,0.7591163410457522
2012-02-21 21:00:00,13.36,225,9.03,5.85,1029.24,6.58,4.52,0.8,6,0.73181437882353
2012-02-21 22:00:00,14.0,226,8.64,5.88,1029.43,6.03,4.68,0.83,6,0.6588967324183012
2012-02-21 23:00:00,13.9,231,8.6,5.83,1029.52,5.98,4.65,0.83,6,0.5296941175163398
2012-06-28 23:00:00,13.16,226,15.44,11.29,1005.25,15.44,4.55,0.76,4,0.32439866466380496
2012-06-29 00:00:00,13.26,225,14.51,11.33,1005.28,14.51,4.67,0.81,4,0.2676094308168616
2012-06-29 01:00:00,12.42,209,13.97,11.35,1005.12,13.97,3.59,0.84,4,0.23274041440819235
2012-06-29 02:00:00,13.12,200,13.96,12.03,1004.71,13.96,3.52,0.88,4,0.20645701355084503
2012-06-29 03:00:00,12.84,198,13.99,12.04,1004.65,13.99,3.76,0.88,8,0.19776827809002157
2012-06-29 04:00:00,12.84,197,14.09,12.07,1004.35,14.09,4.35,0.88,4,0.2066492021671826
2012-06-29 05:00:00,13.07,201,14.64,12.02,1004.1,14.64,5.31,0.84,8,0.24192569647535125
2012-06-29 06:00:00,13.36,202,15.33,12.65,1004.02,15.33,6.2,0.84,8,0.3188323409859487
2012-06-29 07:00:00,12.94,202,15.99,12.7,1004.12,15.99,6.74,0.81,3,0.36530578721124024
2012-06-29 08:00:00,12.78,203,16.94,12.68,1004.08,16.94,7.13,0.76,3,0.35627482729221155
2012-06-29 09:00:00,12.54,205,17.66,12.82,1004.11,17.66,7.17,0.73,3,0.3586275303643731
2012-06-29 10:00:00,11.6,211,17.47,12.91,1004.28,17.47,7.44,0.75,1,0.3538554413908069
2012-06-29 11:00:00,12.67,211,17.41,13.29,1004.25,17.41,7.63,0.77,1,0.35681281259823655
2012-06-29 12:00:00,12.92,214,17.87,13.69,1004.4,17.87,7.97,0.77,1,0.35341700383424723
2012-06-29 13:00:00,13.07,218,20.16,12.38,1004.51,20.16,8.31,0.61,3,0.3423981899499886
2012-06-29 14:00:00,13.28,215,20.41,11.22,1004.68,20.41,8.52,0.56,3,0.3343829483448438
2012-06-29 15:00:00,13.07,221,20.96,11.22,1004.95,20.96,8.38,0.54,3,0.3467392233388897
2012-06-29 16:00:00,13.52,218,19.03,12.21,1005.31,19.03,7.93,0.65,3,0.3886099071683732
2012-06-29 17:00:00,13.13,221,18.55,13.05,1005.25,18.55,7.29,0.7,8,0.42689783305548845
2012-06-29 18:00:00,13.07,221,18.13,13.11,1005.47,18.13,7.27,0.73,3,0.4472786377470826
2012-06-29 19:00:00,13.52,222,17.9,12.59,1005.78,17.9,6.27,0.71,8,0.4354029531793285
2012-06-29 20:00:00,13.5,220,17.41,12.19,1006.22,17.41,5.96,0.71,8,0.4487194571564661
2012-06-29 21:00:00,13.5,214,16.89,12.61,1006.72,16.89,5.77,0.76,8,0.46425529892831663
2012-06-29 22:00:00,13.5,212,16.79,12.6,1006.71,16.79,5.47,0.76,6,0.4102102882352943
2012-03-24 00:00:00,3.49,82,9.18,7.29,1027.38,8.7,1.51,0.88,4,0.47941463490328
2012-03-24 01:00:00,2.74,87,8.12,6.58,1027.32,8.12,1.11,0.9,5,0.44336248973927633
2012-03-24 02:00:00,2.41,77,7.59,6.61,1027.29,7.59,1.09,0.93,5,0.3146324644238862
2012-03-24 03:00:00,2.06,75,7.51,6.5,1027.21,7.51,1.1,0.93,5,0.26691169007569365
2012-03-24 04:00:00,2.16,66,7.29,6.46,1027.29,7.29,0.73,0.94,5,0.24663246400336425
2012-03-24 05:00:00,1.71,83,6.87,5.93,1027.63,6.87,0.75,0.94,5,0.2527762825063076
2012-03-24 06:00:00,1.71,70,6.42,5.78,1028.04,6.42,0.89,0.96,5,0.2750681241379309
2012-03-24 07:00:00,2.27,66,7.44,6.52,1028.53,7.44,0.8,0.94,5,0.3171211101766191
2012-03-24 08:00:00,2.7,65,9.17,7.08,1028.77,9.17,0.96,0.87,5,0.3957821691337257
2012-03-24 09:00:00,3.25,67,10.96,7.83,1029.02,10.96,1.32,0.81,4,0.4561303624053826
2012-03-24 10:00:00,5.42,66,13.99,8.61,1029.29,13.99,1.72,0.7,4,0.45665180748528234
2012-03-24 11:00:00,6.95,85,15.47,8.31,1029.07,15.47,2.57,0.62,4,0.4069840201850292
2012-03-24 12:00:00,8.38,77,16.97,7.44,1028.86,16.97,2.95,0.53,4,0.4309293523969719
2012-03-24 13:00:00,9.46,87,18.83,7.63,1028.65,18.83,3.33,0.48,4,0.4291959631623213
2012-03-24 14:00:00,10.86,80,18.79,8.03,1028.23,18.79,4.06,0.5,4,0.3917872156433979
2012-03-24 15:00:00,11.8,86,18.64,6.44,1028.03,18.64,3.78,0.45,4,0.3850908328006725
2012-03-24 16:00:00,11.15,88,18.03,7.42,1027.83,18.03,3.83,0.5,4,0.38572329714045406
2012-03-24 17:00:00,10.75,92,16.4,6.2,1027.88,16.4,4.01,0.51,4,0.44299663608074036
2012-03-24 18:00:00,10.04,93,14.14,7.07,1028.5,14.14,3.36,0.62,4,0.5445172420521441
2012-03-24 19:00:00,7.95,89,11.98,7.27,1029.31,11.98,2.72,0.73,4,0.6606719933557608
2012-03-24 20:00:00,7.42,91,10.94,7.2,1029.97,10.94,2.81,0.78,4,0.6229857024390252
2012-03-24 21:00:00,7.18,84,10.24,6.42,1030.39,10.24,2.53,0.77,4,0.5813616486122786
2012-03-24 22:00:00,6.66,74,9.13,4.73,1030.72,8.11,2.09,0.74,4,0.5541968039529016
2012-03-24 23:00:00,8.19,70,8.21,4.15,1031.03,7.72,1.4,0.76,4,0.46386711505466727
2012-02-10 00:00:00,3.54,133,-0.2,-0.88,1038.64,-3.09,2.34,0.95,8,0.6027543089080457
2012-02-10 01:00:00,3.83,133,-0.29,-1.27,1038.66,-2.01,1.45,0.93,8,0.6165229889367815
2012-02-10 02:00:00,3.67,122,-0.27,-1.37,1038.63,-2.69,1.94,0.92,8,0.5099123566091961
2012-02-10 03:00:00,4.1,119,-0.33,-1.36,1038.35,-2.38,1.66,0.93,8,0.44466954037356315
2012-02-10 04:00:00,4.63,98,-0.75,-1.77,1038.13,-0.75,1.2,0.93,6,0.3931824712643683
2012-02-10 05:00:00,4.26,84,-0.54,-1.58,1037.92,-0.54,1.31,0.93,8,0.39693247054597686
2012-02-10 06:00:00,4.6,84,-0.63,-1.61,1037.98,-2.79,1.71,0.93,6,0.44560919511494307
2012-02-10 07:00:00,5.21,96,-0.53,-1.23,1038.21,-3.09,2.02,0.95,6,0.5553160915229884
2012-02-10 08:00:00,5.62,91,-0.03,-1.17,1038.52,-3.06,2.51,0.92,6,0.5877571829022991
2012-02-10 09:00:00,5.36,109,0.46,-1.07,1038.65,-2.91,2.95,0.89,6,0.5613951152298848
2012-02-10 10:00:00,7.31,111,0.57,-1.22,1038.93,-3.22,3.49,0.88,6,0.5610201149425286
2012-02-10 11:00:00,9.33,124,0.7,-1.69,1039.01,-3.25,3.76,0.84,6,0.5643419543103451
2012-02-10 12:00:00,11.67,121,0.79,-2.58,1038.83,-3.11,3.71,0.78,6,0.5620129317528734
2012-02-10 13:00:00,11.36,115,0.84,-4.62,1038.75,-2.86,3.46,0.67,8,0.5598433896551728
2012-02-10 14:00:00,11.59,119,1.21,-4.62,1038.4,-2.22,3.21,0.65,8,0.556294539942529
2012-02-10 15:00:00,11.94,117,0.76,-5.52,1037.89,-2.59,3.0,0.63,8,0.5529152297413799
2012-02-10 16:00:00,12.07,95,0.47,-6.03,1037.51,-2.34,2.39,0.62,8,0.5831824714080462
2012-02-10 17:00:00,12.12,99,-0.17,-5.83,1037.54,-3.1,2.39,0.66,8,0.6748793102011493
2012-02-10 18:00:00,11.97,91,-1.31,-5.93,1037.65,-3.88,1.92,0.71,4,0.8400114948275872
2012-02-10 19:00:00,12.07,75,-1.54,-5.89,1037.69,-3.87,1.73,0.72,4,0.8904066074712639
2012-02-10 20:00:00,12.15,69,-2.12,-5.96,1037.55,-4.59,1.76,0.75,4,0.8857887929597702
2012-02-10 21:00:00,11.8,63,-1.92,-5.99,1037.7,-4.17,1.64,0.74,4,0.8468821841954031
2012-02-10 22:00:00,10.91,54,-2.79,-6.02,1037.6,-5.24,1.68,0.78,4,0.7512658047413802
2012-02-10 23:00:00,9.99,69,-2.96,-6.09,1037.64,-2.96,1.26,0.79,8,0.6182198268678161
2012-08-26 23:00:00,12.91,210,14.56,12.24,1019.03,14.56,1.87,0.86,8,0.3005064061541688
2012-08-27 00:00:00,12.79,205,14.35,11.62,1018.86,14.35,1.66,0.84,4,0.2565377021214024
2012-08-27 01:00:00,12.23,203,13.85,11.32,1018.6,13.85,2.24,0.85,4,0.22778764959042205
2012-08-27 02:00:00,12.18,203,13.34,11.78,1018.3,13.34,1.66,0.9,8,0.20441230835958785
2012-08-27 03:00:00,10.61,177,12.83,11.76,1017.82,12.83,1.5,0.93,4,0.19142049983196838
2012-08-27 04:00:00,10.2,171,12.77,11.73,1017.6,12.77,2.22,0.93,4,0.18775530352866995
2012-08-27 05:00:00,10.06,145,12.62,11.69,1017.41,12.62,1.95,0.94,4,0.2028880487502622
2012-08-27 06:00:00,10.41,152,13.66,12.61,1016.99,13.66,2.78,0.93,4,0.23967149762654855
2012-08-27 07:00:00,10.36,151,14.96,13.41,1016.61,14.96,3.42,0.9,8,0.2870527199327865
2012-08-27 08:00:00,13.16,160,17.04,13.68,1015.99,17.04,4.57,0.81,8,0.3366679268220955
2012-08-27 09:00:00,12.96,172,18.24,13.59,1015.4,18.24,5.01,0.74,8,0.36581075408527564
2012-08-27 10:00:00,13.15,184,18.93,13.56,1015.08,18.93,5.54,0.71,8,0.3855211088846872
2012-08-27 11:00:00,13.52,184,18.72,13.96,1014.23,18.72,4.91,0.74,8,0.39161268645242586
2012-08-27 12:00:00,13.07,186,19.73,13.18,1013.52,19.73,6.14,0.66,8,0.3931766436252886
2012-08-27 13:00:00,13.52,184,19.82,12.62,1013.17,19.82,6.08,0.63,8,0.3777099348876276
2012-08-27 14:00:00,12.7,186,19.94,12.08,1012.23,19.94,6.52,0.61,8,0.36646166769586186
2012-08-27 15:00:00,13.52,193,20.46,11.92,1011.98,20.46,6.42,0.58,8,0.3735045159000204
2012-08-27 16:00:00,13.0,203,20.99,12.32,1011.65,20.99,5.82,0.58,8,0.3932440666246587
2012-08-27 17:00:00,13.52,181,20.22,13.12,1010.7,20.22,4.21,0.64,8,0.4470804452846043
2012-08-27 18:00:00,12.5,173,19.96,13.06,1010.03,19.96,3.67,0.64,8,0.48476412480571335
2012-08-27 19:00:00,13.29,167,19.53,12.74,1010.0,19.53,3.38,0.65,8,0.522896660491492
2012-08-27 20:00:00,13.26,177,19.36,13.0,1009.81,19.36,4.43,0.67,8,0.5200193236084865
2012-08-27 21:00:00,13.86,184,18.86,12.36,1009.34,18.86,4.4,0.66,8,0.4696334803402635
2012-08-27 22:00:00,12.26,198,18.82,13.57,1009.46,18.82,4.43,0.72,8,0.3797826086536439
2012-08-18 23:00:00,12.36,289,21.01,18.67,1016.22,21.42,1.15,0.87,4,0.33014582899768896
2012-08-19 00:00:00,12.39,300,20.39,18.46,1016.11,20.81,1.01,0.89,4,0.28822210535826776
2012-08-19 01:00:00,11.54,287,19.59,18.28,1016.31,20.02,1.35,0.92,4,0.2530651397352381
2012-08-19 02:00:00,11.41,304,19.14,17.92,1016.08,19.53,0.87,0.93,4,0.2267667576801847
2012-08-19 03:00:00,10.86,321,18.61,17.81,1015.68,19.01,0.88,0.95,4,0.2152193737549907
2012-08-19 04:00:00,10.44,330,18.41,17.69,1015.83,18.79,0.82,0.96,4,0.21290670317293522
2012-08-19 05:00:00,10.01,0,17.97,17.35,1015.95,18.33,0.77,0.96,4,0.22435973939903286
2012-08-19 06:00:00,10.22,17,18.86,17.52,1015.53,19.2,1.29,0.92,4,0.25435406598024707
2012-08-19 07:00:00,12.86,31,20.57,17.8,1015.33,20.88,1.78,0.84,4,0.3064963227778939
2012-08-19 08:00:00,12.91,78,22.82,17.76,1015.25,23.06,1.54,0.73,4,0.3591206135952936
2012-08-19 09:00:00,13.1,77,25.23,17.67,1015.07,25.45,2.21,0.63,4,0.38508131983609994
2012-08-19 10:00:00,13.1,106,26.93,17.72,1014.86,27.8,2.27,0.57,8,0.3837745322756878
2012-08-19 11:00:00,12.28,150,27.46,17.92,1014.85,28.34,1.56,0.56,6,0.38721349014498757
2012-08-19 12:00:00,12.59,186,26.37,18.35,1015.91,26.67,2.15,0.61,8,0.4183696152973309
2012-08-19 13:00:00,12.38,142,26.77,19.77,1013.8,28.16,0.92,0.66,8,0.3890781678714017
2012-08-19 14:00:00,12.65,201,27.68,18.63,1013.51,28.79,1.45,0.58,8,0.37521895356167234
2012-08-19 15:00:00,12.59,200,28.57,18.07,1013.86,29.46,2.49,0.53,8,0.371993065665056
2012-08-19 16:00:00,13.16,229,28.88,17.37,1013.58,29.5,2.9,0.5,8,0.3861567554948518
2012-08-19 17:00:00,12.65,235,28.18,17.68,1013.81,28.96,3.08,0.53,8,0.41525341454087045
2012-08-19 18:00:00,12.83,239,27.17,17.09,1013.95,27.86,3.54,0.54,8,0.42303509142676926
2012-08-19 19:00:00,12.96,246,25.92,17.92,1014.48,26.17,2.99,0.61,8,0.4478472367934443
2012-08-19 20:00:00,12.81,279,24.56,16.92,1015.2,24.7,2.8,0.63,8,0.4956345870771181
2012-08-19 21:00:00,13.39,283,22.74,16.38,1015.97,22.83,3.42,0.67,4,0.4682294599705815
2012-08-19 22:00:00,13.37,282,21.34,15.75,1016.77,21.37,2.84,0.7,4,0.39640617753729757
2012-11-21 00:00:00,12.33,158,11.87,10.24,1008.65,11.87,3.38,0.9,8,0.37256272597613843
2012-11-21 01:00:00,13.12,147,11.43,9.82,1008.09,11.43,3.21,0.9,8,0.3099202821221975
2012-11-21 02:00:00,12.54,143,11.28,9.29,1007.51,11.28,3.66,0.88,4,0.25632375265726653
2012-11-21 03:00:00,12.78,144,11.26,9.19,1006.79,11.26,4.33,0.87,8,0.23563774398047682
2012-11-21 04:00:00,12.75,142,10.85,8.76,1006.21,10.85,4.16,0.87,8,0.22993727404193717
2012-11-21 05:00:00,10.67,151,10.75,8.37,1005.83,10.75,3.97,0.85,8,0.23934237158351387
2012-11-21 06:00:00,8.85,147,10.58,8.38,1005.66,10.58,3.54,0.86,8,0.3035717645336219
2012-11-21 07:00:00,6.55,144,10.09,8.56,1004.99,10.09,4.23,0.9,8,0.4219081708242945
2012-11-21 08:00:00,6.74,147,9.73,8.58,1004.63,7.23,5.03,0.93,8,0.5042389729392621
2012-11-21 09:00:00,7.18,150,9.67,8.17,1004.12,7.24,4.83,0.9,6,0.4687691612617507
2012-11-21 10:00:00,7.95,149,9.77,8.73,1003.64,7.34,4.89,0.93,6,0.44767227017353767
2012-11-21 11:00:00,8.05,149,10.22,8.86,1002.7,10.22,4.88,0.91,6,0.43674620385032503
2012-11-21 12:00:00,9.25,153,10.45,9.61,1001.42,10.45,4.39,0.95,6,0.451487707899495
2012-11-21 13:00:00,10.27,187,10.8,9.12,1000.74,10.8,3.63,0.89,6,0.45061731720896525
2012-11-21 14:00:00,6.81,259,9.87,8.71,1002.11,7.0,6.25,0.92,6,0.4466359361713669
2012-11-21 15:00:00,9.17,270,8.13,6.98,1005.27,3.87,9.41,0.92,1,0.48116341297903237
2012-11-21 16:00:00,10.94,272,7.64,6.41,1008.38,3.42,8.66,0.92,1,0.5466766086587137
2012-11-21 17:00:00,13.1,262,7.53,6.27,1010.7,3.67,7.33,0.92,8,0.6694506509399872
2012-11-21 18:00:00,12.57,254,7.57,5.75,1012.35,4.38,5.42,0.88,8,0.7456482286334037
2012-11-21 19:00:00,12.39,243,7.13,5.43,1013.54,4.18,4.62,0.89,8,0.7658839478669561
2012-11-21 20:00:00,12.91,234,6.66,5.49,1014.46,4.06,3.7,0.92,8,0.7279994578814168
2012-11-21 21:00:00,12.81,217,6.77,5.77,1015.17,4.76,2.81,0.93,4,0.6793521329537244
2012-11-21 22:00:00,13.16,214,6.06,5.32,1015.62,3.68,3.15,0.95,4,0.6071077369486622
2012-11-21 23:00:00,13.02,208,6.45,5.42,1015.82,4.3,2.92,0.93,4,0.4870708604483018
2012-06-18 23:00:00,13.08,214,12.55,7.46,1020.05,12.55,2.53,0.71,4,0.30890106947010204
2012-06-19 00:00:00,13.18,210,11.63,8.18,1020.04,11.63,2.28,0.79,4,0.24883688286544067
2012-06-19 01:00:00,12.62,210,11.11,8.92,1020.23,11.11,2.44,0.86,4,0.22062100672797688
2012-06-19 02:00:00,12.97,209,10.59,8.93,1020.04,10.59,2.05,0.89,4,0.19549031948209042
2012-06-19 03:00:00,11.51,218,10.19,9.05,1019.98,10.19,1.77,0.93,8,0.19168925454985464
2012-06-19 04:00:00,10.44,229,10.1,8.98,1020.01,10.1,1.54,0.93,8,0.1984590998063888
2012-06-19 05:00:00,10.93,227,10.55,9.71,1020.01,10.55,1.93,0.95,8,0.2360701839545013
2012-06-19 06:00:00,12.05,248,11.83,10.48,1020.05,11.83,2.25,0.91,8,0.32950121009196526
2012-06-19 07:00:00,12.97,257,13.49,10.8,1020.08,13.49,2.83,0.84,8,0.3713606001210069
2012-06-19 08:00:00,13.07,249,14.88,9.84,1020.06,14.88,2.45,0.72,8,0.3550740562439497
2012-06-19 09:00:00,13.07,241,16.15,9.43,1019.87,16.15,2.66,0.64,8,0.3435525167957396
2012-06-19 10:00:00,13.07,232,17.96,9.06,1019.82,17.96,2.71,0.56,8,0.33159414310261287
2012-06-19 11:00:00,13.07,229,18.49,8.41,1019.53,18.49,2.39,0.52,8,0.331774927323329
2012-06-19 12:00:00,13.52,228,19.09,8.78,1019.15,19.09,2.66,0.51,8,0.3259697481364961
2012-06-19 13:00:00,13.2,230,19.93,9.04,1018.8,19.93,2.57,0.5,8,0.32023596328654336
2012-06-19 14:00:00,13.21,225,19.64,8.6,1018.72,19.64,2.15,0.49,8,0.3168518876815093
2012-06-19 15:00:00,13.21,227,20.03,8.56,1018.25,20.03,1.86,0.48,8,0.3397335431268157
2012-06-19 16:00:00,13.15,218,20.35,9.13,1017.98,20.35,2.19,0.49,8,0.38172507255566335
2012-06-19 17:00:00,12.62,203,19.51,8.84,1017.81,19.51,1.57,0.5,8,0.44402129738625323
2012-06-19 18:00:00,14.1,219,19.07,9.28,1017.72,19.07,1.59,0.53,8,0.478694336834463
2012-06-19 19:00:00,13.28,165,18.35,10.5,1018.02,18.35,0.92,0.6,8,0.4669002902226525
2012-06-19 20:00:00,13.79,198,17.71,10.61,1018.15,17.71,1.32,0.63,8,0.4651500484995161
2012-06-19 21:00:00,13.62,216,16.72,10.61,1018.6,16.72,1.54,0.67,8,0.4928272022265252
2012-06-19 22:00:00,12.68,211,15.88,10.47,1018.41,15.88,1.05,0.7,8,0.4104225555663124
2012-03-05 00:00:00,13.95,303,4.59,-0.14,1019.27,-0.4,8.13,0.71,3,0.5568396336769759
2012-03-05 01:00:00,13.49,299,4.18,-0.09,1019.61,-0.94,8.17,0.74,3,0.6018545231386031
2012-03-05 02:00:00,13.49,300,4.14,0.31,1019.86,-1.17,8.74,0.76,0,0.47604467319587657
2012-03-05 03:00:00,13.41,300,4.04,0.23,1019.96,-1.11,8.12,0.76,3,0.4047182127147768
2012-03-05 04:00:00,13.42,296,4.05,0.2,1020.01,-1.21,8.43,0.76,3,0.36178121374570466
2012-03-05 05:00:00,13.31,296,4.18,0.42,1020.32,-0.97,8.23,0.76,3,0.33713287514318474
2012-03-05 06:00:00,13.31,301,4.58,0.87,1020.54,-0.36,7.95,0.77,3,0.37758419266895776
2012-03-05 07:00:00,12.89,306,4.52,1.22,1020.92,-0.25,7.42,0.79,8,0.49706758327605977
2012-03-05 08:00:00,13.36,308,4.66,0.99,1021.19,-0.33,8.2,0.77,3,0.5177697599083612
2012-03-05 09:00:00,12.96,315,5.7,0.89,1021.19,0.82,8.88,0.71,3,0.49109621958762917
2012-03-05 10:00:00,13.42,317,6.8,0.51,1021.15,2.02,9.8,0.64,3,0.4672989698739981
2012-03-05 11:00:00,12.96,321,7.43,-0.34,1021.19,3.04,9.07,0.58,3,0.4267949597938147
2012-03-05 12:00:00,12.96,320,8.37,-1.06,1021.2,4.16,9.51,0.51,3,0.4279243982817873
2012-03-05 13:00:00,12.96,322,9.19,-1.07,1020.97,5.37,9.01,0.49,3,0.4510206185567013
2012-03-05 14:00:00,12.68,325,8.98,-1.03,1020.96,5.13,8.8,0.49,3,0.44338144329896895
2012-03-05 15:00:00,12.73,328,9.37,-1.49,1020.87,5.56,9.17,0.47,1,0.4445062996563575
2012-03-05 16:00:00,12.67,332,8.82,-1.47,1020.92,4.81,9.3,0.48,1,0.4894410079037804
2012-03-05 17:00:00,12.78,337,8.36,-1.58,1021.35,4.26,9.06,0.5,1,0.5514215342497134
2012-03-05 18:00:00,12.75,335,7.86,-0.76,1021.93,3.92,7.89,0.54,6,0.698050400801833
2012-03-05 19:00:00,12.83,337,7.33,-0.48,1022.45,3.31,7.64,0.58,6,0.8080080184421526
2012-03-05 20:00:00,12.73,336,6.76,-0.4,1022.88,2.5,7.85,0.6,6,0.8329564722794958
2012-03-05 21:00:00,12.97,337,6.2,-0.09,1023.17,2.09,6.92,0.64,6,0.7738843065292099
2012-03-05 22:00:00,12.65,334,5.68,-0.06,1023.51,1.56,6.51,0.67,8,0.700177548911799
2012-03-05 23:00:00,12.84,330,5.06,0.36,1023.6,1.04,5.83,0.72,6,0.5373172970217643
2012-10-07 23:00:00,9.46,103,9.51,8.42,1021.97,9.12,1.47,0.93,4,0.3188728765084935
2012-10-08 00:00:00,9.37,98,9.87,8.93,1021.06,8.84,2.26,0.94,4,0.2695853374903022
2012-10-08 01:00:00,8.63,102,10.56,9.02,1020.43,10.56,2.48,0.9,4,0.24531826997672584
2012-10-08 02:00:00,8.93,108,10.69,9.09,1019.57,10.69,2.91,0.9,8,0.21251144307602765
2012-10-08 03:00:00,11.3,106,10.85,9.09,1018.78,10.85,2.8,0.89,8,0.2036132660783548
2012-10-08 04:00:00,11.89,104,10.87,8.72,1017.87,10.87,3.29,0.87,8,0.211098332059736
2012-10-08 05:00:00,12.23,108,11.28,8.77,1017.21,11.28,3.4,0.84,4,0.26367164484096095
2012-10-08 06:00:00,12.21,107,11.35,8.78,1016.31,11.35,3.34,0.84,8,0.38174495737005354
2012-10-08 07:00:00,11.76,102,11.36,8.81,1015.91,11.36,3.5,0.84,8,0.44801551594259126
2012-10-08 08:00:00,9.95,109,11.59,9.34,1015.87,11.59,2.93,0.86,8,0.4246045383048863
2012-10-08 09:00:00,7.52,96,11.63,9.92,1015.45,11.63,3.67,0.89,6,0.4220577967222654
2012-10-08 10:00:00,6.68,104,11.58,10.46,1014.83,11.58,3.66,0.93,6,0.4187501941233503
2012-10-08 11:00:00,5.99,108,11.78,10.63,1014.33,11.78,3.31,0.93,6,0.41824495729247513
2012-10-08 12:00:00,7.61,94,12.1,11.35,1013.81,12.1,3.27,0.95,6,0.42240787441815264
2012-10-08 13:00:00,8.66,90,12.13,11.39,1012.95,12.13,3.49,0.95,6,0.4098785879945691
2012-10-08 14:00:00,8.19,86,12.22,11.41,1012.47,12.22,3.12,0.95,6,0.4096322734290153
2012-10-08 15:00:00,5.46,77,12.13,11.42,1012.02,12.13,2.86,0.95,6,0.4408254460046547
2012-10-08 16:00:00,3.75,74,12.08,11.45,1011.7,12.08,2.83,0.96,6,0.5173987587083017
2012-10-08 17:00:00,4.31,56,12.04,11.46,1011.67,12.04,2.66,0.96,6,0.6293147790729243
2012-10-08 18:00:00,5.86,53,12.04,11.39,1011.99,12.04,2.35,0.96,6,0.712140807098527
2012-10-08 19:00:00,3.83,37,12.06,11.44,1012.19,12.06,2.02,0.96,6,0.6864906907292464
2012-10-08 20:00:00,3.85,19,12.15,11.55,1012.31,12.15,2.07,0.96,6,0.6326058959270748
